# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--omega_b baryons--bacco_M_c baryons--bacco_M1_z0_cen baryons--bacco_beta baryons--bacco_eta baryons--bacco_theta_inn
1.781689453124999933e-01 7.056884765625000000e-01 4.067382812499999861e-02 1.511669921875000000e+01 1.013378906250000000e+01 -6.600830078124999556e-01 -6.549560546874999556e-01 -1.835449218750000000e+00
3.681689453124999956e-01 9.556884765625000000e-01 6.067382812500000944e-02 1.211669921875000000e+01 1.213378906250000000e+01 1.899169921874999112e-01 -2.049560546875000000e-01 -8.354492187500000000e-01
4.631689453125000244e-01 5.806884765625000000e-01 5.067382812500000056e-02 1.361669921875000000e+01 1.113378906250000000e+01 -2.350830078125000222e-01 2.004394531249997780e-02 -1.335449218750000000e+00
2.731689453125000222e-01 8.306884765625000000e-01 3.067382812500000014e-02 1.061669921875000000e+01 9.133789062500000000e+00 6.149169921874999556e-01 -4.299560546874999778e-01 -3.354492187500000000e-01
2.256689453124999800e-01 5.181884765625000000e-01 6.567382812500000000e-02 1.586669921875000000e+01 1.163378906250000000e+01 4.024169921875000444e-01 -5.424560546874999112e-01 -5.854492187500000000e-01
4.156689453124999822e-01 7.681884765625000000e-01 4.567382812500000305e-02 1.286669921875000000e+01 9.633789062500000000e+00 -4.475830078125000444e-01 -9.245605468750006661e-02 -1.585449218750000000e+00
3.206689453125000089e-01 6.431884765625000000e-01 3.567382812500000111e-02 1.436669921875000000e+01 1.063378906250000000e+01 -2.258300781250000000e-02 1.325439453124999112e-01 -8.544921875000000000e-02
1.306689453125000067e-01 8.931884765625000000e-01 5.567382812500000500e-02 1.136669921875000000e+01 1.263378906250000000e+01 -8.725830078124999778e-01 -3.174560546874999889e-01 -1.085449218750000000e+00
1.277001953124999867e-01 6.939697265625000000e-01 3.536132812500000083e-02 1.206982421875000000e+01 9.290039062500000000e+00 -7.796142578125000444e-01 -5.729980468750006661e-02 -1.726074218750000000e+00
3.177001953124999889e-01 9.439697265625000000e-01 5.536132812500000472e-02 1.506982421875000000e+01 1.129003906250000000e+01 7.038574218750004441e-02 -5.072998046874999112e-01 -7.260742187500000000e-01
4.127001953125000178e-01 5.689697265625000000e-01 6.536132812500000666e-02 1.056982421875000000e+01 1.229003906250000000e+01 -3.546142578125000000e-01 -2.822998046874999889e-01 -1.226074218750000000e+00
2.227001953125000155e-01 8.189697265625000000e-01 4.536132812500000278e-02 1.356982421875000000e+01 1.029003906250000000e+01 4.953857421874998668e-01 1.677001953124999112e-01 -2.260742187500000000e-01
2.702001953125000022e-01 5.064697265625000000e-01 5.036132812500000722e-02 1.281982421875000000e+01 1.279003906250000000e+01 2.828857421874999556e-01 -1.697998046875000000e-01 -9.760742187500000000e-01
4.602001953125000044e-01 7.564697265625000000e-01 3.036132812499999986e-02 1.581982421875000000e+01 1.079003906250000000e+01 -5.671142578125000222e-01 -6.197998046874999556e-01 -1.976074218750000000e+00
3.652001953125000311e-01 6.314697265625000000e-01 4.036132812499999833e-02 1.131982421875000000e+01 9.790039062500000000e+00 -1.421142578124999778e-01 -3.947998046874999778e-01 -4.760742187500000000e-01
1.752001953125000011e-01 8.814697265625000000e-01 6.036132812500000222e-02 1.431982421875000000e+01 1.179003906250000000e+01 -9.921142578124999556e-01 5.520019531249997780e-02 -1.476074218750000000e+00
1.989501953124999944e-01 6.002197265625000000e-01 4.786132812500000500e-02 1.544482421875000000e+01 1.104003906250000000e+01 -8.858642578125000000e-01 -1.135498046874999778e-01 -3.510742187500000000e-01
3.889501953125000244e-01 8.502197265625000000e-01 6.786132812500000888e-02 1.244482421875000000e+01 9.040039062500000000e+00 -3.586425781250002220e-02 -5.635498046874999334e-01 -1.351074218750000000e+00
4.839501953124999978e-01 7.252197265625000000e-01 5.786132812500000000e-02 1.394482421875000000e+01 1.004003906250000000e+01 -4.608642578125000666e-01 -3.385498046875000111e-01 -8.510742187500000000e-01
2.939501953124999956e-01 9.752197265625000000e-01 3.786132812499999611e-02 1.094482421875000000e+01 1.204003906250000000e+01 3.891357421874999112e-01 1.114501953125000000e-01 -1.851074218750000000e+00
2.464501953125000089e-01 6.627197265625000000e-01 6.286132812500000444e-02 1.469482421875000000e+01 1.054003906250000000e+01 6.016357421875000444e-01 -2.260498046875000222e-01 -1.101074218750000000e+00
4.364501953125000111e-01 9.127197265625000000e-01 4.286132812500000056e-02 1.169482421875000000e+01 1.254003906250000000e+01 -2.483642578125000444e-01 -6.760498046874999778e-01 -1.010742187500000000e-01
3.414501953124999822e-01 5.377197265625000000e-01 3.286132812499999861e-02 1.319482421875000000e+01 1.154003906250000000e+01 1.766357421875000000e-01 -4.510498046875000000e-01 -1.601074218750000000e+00
1.514501953124999800e-01 7.877197265625000000e-01 5.286132812500000250e-02 1.019482421875000000e+01 9.540039062500000000e+00 -6.733642578125000888e-01 -1.049804687500044409e-03 -6.010742187500000000e-01
1.633251953125000044e-01 5.533447265625000000e-01 6.911132812500000999e-02 1.113232421875000000e+01 1.041503906250000000e+01 -1.952392578125000666e-01 -4.791748046874999556e-01 -3.857421875000000000e-02
3.533251953125000067e-01 8.033447265625000000e-01 4.911132812500000611e-02 1.413232421875000000e+01 1.241503906250000000e+01 6.547607421874999112e-01 -2.917480468750000000e-02 -1.038574218750000000e+00
4.483251953124999800e-01 6.783447265625000000e-01 3.911132812499999722e-02 1.263232421875000000e+01 1.141503906250000000e+01 -6.202392578125000000e-01 1.958251953124999778e-01 -5.385742187500000000e-01
2.583251953124999778e-01 9.283447265625000000e-01 5.911132812500000111e-02 1.563232421875000000e+01 9.415039062500000000e+00 2.297607421874998668e-01 -2.541748046874999778e-01 -1.538574218750000000e+00
3.058251953124999645e-01 7.408447265625000000e-01 4.411132812500000167e-02 1.038232421875000000e+01 1.191503906250000000e+01 1.726074218749995559e-02 -5.916748046875000000e-01 -1.288574218750000000e+00
4.958251953125000222e-01 9.908447265625000000e-01 6.411132812500000555e-02 1.338232421875000000e+01 9.915039062500000000e+00 -8.327392578125000222e-01 -1.416748046875000444e-01 -2.885742187500000000e-01
4.008251953124999933e-01 6.158447265625000000e-01 5.411132812500000361e-02 1.188232421875000000e+01 1.091503906250000000e+01 4.422607421875000000e-01 8.332519531249993339e-02 -1.788574218750000000e+00
2.108251953124999911e-01 8.658447265625000000e-01 3.411132812499999972e-02 1.488232421875000000e+01 1.291503906250000000e+01 -4.077392578124999778e-01 -3.666748046874999667e-01 -7.885742187500000000e-01
1.870751953124999978e-01 6.470947265625000000e-01 5.661132812499999889e-02 1.300732421875000000e+01 1.216503906250000000e+01 -5.139892578125000444e-01 -5.354248046874999778e-01 -1.913574218750000000e+00
3.770751953125000000e-01 8.970947265625000000e-01 3.661132812500000194e-02 1.000732421875000000e+01 1.016503906250000000e+01 3.360107421875000444e-01 -8.542480468750002220e-02 -9.135742187500000000e-01
4.720751953124999734e-01 5.220947265625000000e-01 4.661132812500000389e-02 1.450732421875000000e+01 9.165039062500000000e+00 -9.389892578124999778e-01 1.395751953124999556e-01 -1.413574218750000000e+00
2.820751953125000266e-01 7.720947265625000000e-01 6.661132812500000777e-02 1.150732421875000000e+01 1.116503906250000000e+01 -8.898925781250000000e-02 -3.104248046875000000e-01 -4.135742187500000000e-01
2.345751953124999845e-01 5.845947265625000000e-01 3.161132812499999750e-02 1.375732421875000000e+01 9.665039062500000000e+00 1.235107421874999112e-01 -6.479248046874999112e-01 -6.635742187500000000e-01
4.245751953124999867e-01 8.345947265625000000e-01 5.161132812500000139e-02 1.075732421875000000e+01 1.166503906250000000e+01 -7.264892578124999556e-01 -1.979248046874999556e-01 -1.663574218750000000e+00
3.295751953125000133e-01 7.095947265625000000e-01 6.161132812500000333e-02 1.525732421875000000e+01 1.266503906250000000e+01 5.485107421874999556e-01 2.707519531250002220e-02 -1.635742187500000000e-01
1.395751953125000111e-01 9.595947265625000000e-01 4.161132812499999944e-02 1.225732421875000000e+01 1.066503906250000000e+01 -3.014892578125000222e-01 -4.229248046874999889e-01 -1.163574218750000000e+00
1.336376953124999989e-01 5.767822265625000000e-01 5.973632812500000167e-02 1.478857421875000000e+01 1.160253906250000000e+01 -1.155517578125000444e-01 1.536376953124999334e-01 -8.823242187500000000e-01
3.236376953124999734e-01 8.267822265625000000e-01 3.973632812499999778e-02 1.178857421875000000e+01 9.602539062500000000e+00 -9.655517578125000222e-01 -2.963623046875000222e-01 -1.882324218750000000e+00
4.186376953125000022e-01 7.017822265625000000e-01 4.973632812500000666e-02 1.328857421875000000e+01 1.060253906250000000e+01 3.094482421875000000e-01 -5.213623046875000000e-01 -3.823242187500000000e-01
2.286376953125000000e-01 9.517822265625000000e-01 6.973632812499999667e-02 1.028857421875000000e+01 1.260253906250000000e+01 -5.405517578125000888e-01 -7.136230468750004441e-02 -1.382324218750000000e+00
2.761376953124999867e-01 6.392822265625000000e-01 3.473632812500000028e-02 1.553857421875000000e+01 1.010253906250000000e+01 -3.280517578125000666e-01 4.113769531250000000e-02 -1.632324218750000000e+00
4.661376953124999889e-01 8.892822265625000000e-01 5.473632812500000416e-02 1.253857421875000000e+01 1.210253906250000000e+01 5.219482421874999112e-01 -4.088623046875000111e-01 -6.323242187500000000e-01
3.711376953125000155e-01 5.142822265625000000e-01 6.473632812500000611e-02 1.403857421875000000e+01 1.110253906250000000e+01 -7.530517578125000000e-01 -6.338623046874999334e-01 -1.132324218750000000e+00
1.811376953125000133e-01 7.642822265625000000e-01 4.473632812500000222e-02 1.103857421875000000e+01 9.102539062500000000e+00 9.694824218749986677e-02 -1.838623046874999778e-01 -1.323242187500000000e-01
2.048876953125000067e-01 7.330322265625000000e-01 6.723632812500000833e-02 1.291357421875000000e+01 9.852539062500000000e+00 2.031982421875000444e-01 9.738769531249991118e-02 -1.007324218750000000e+00
3.948876953125000089e-01 9.830322265625000000e-01 4.723632812500000444e-02 1.591357421875000000e+01 1.185253906250000000e+01 -6.468017578125000444e-01 -3.526123046874999889e-01 -7.324218750000000000e-03
4.898876953124999822e-01 6.080322265625000000e-01 3.723632812500000250e-02 1.141357421875000000e+01 1.285253906250000000e+01 6.281982421874998668e-01 -5.776123046874999112e-01 -1.507324218750000000e+00
2.998876953125000355e-01 8.580322265625000000e-01 5.723632812499999944e-02 1.441357421875000000e+01 1.085253906250000000e+01 -2.218017578125000000e-01 -1.276123046875000666e-01 -5.073242187500000000e-01
2.523876953124999933e-01 5.455322265625000000e-01 4.223632812500000000e-02 1.216357421875000000e+01 1.235253906250000000e+01 -4.343017578125000222e-01 -1.511230468750002220e-02 -2.573242187500000000e-01
4.423876953124999956e-01 7.955322265625000000e-01 6.223632812500000389e-02 1.516357421875000000e+01 1.035253906250000000e+01 4.156982421874999556e-01 -4.651123046874999778e-01 -1.257324218750000000e+00
3.473876953125000222e-01 6.705322265625000000e-01 5.223632812500000194e-02 1.066357421875000000e+01 9.352539062500000000e+00 -8.593017578124999556e-01 -6.901123046874999556e-01 -7.573242187500000000e-01
1.573876953124999922e-01 9.205322265625000000e-01 3.223632812499999806e-02 1.366357421875000000e+01 1.135253906250000000e+01 -9.301757812499977796e-03 -2.401123046875000000e-01 -1.757324218750000000e+00
1.455126953124999956e-01 6.861572265625000000e-01 4.598632812500000333e-02 1.385107421875000000e+01 1.272753906250000000e+01 4.688232421875000444e-01 -2.682373046875000111e-01 -1.319824218750000000e+00
3.355126953124999978e-01 9.361572265625000000e-01 6.598632812500000722e-02 1.085107421875000000e+01 1.072753906250000000e+01 -3.811767578125000444e-01 1.817626953125000000e-01 -3.198242187500000000e-01
4.305126953125000266e-01 5.611572265625000000e-01 5.598632812500000527e-02 1.535107421875000000e+01 9.727539062500000000e+00 4.382324218750000000e-02 -4.323730468749997780e-02 -1.819824218750000000e+00
2.405126953124999967e-01 8.111572265625000000e-01 3.598632812500000139e-02 1.235107421875000000e+01 1.172753906250000000e+01 -8.061767578124999778e-01 -4.932373046874999889e-01 -8.198242187500000000e-01
2.880126953125000111e-01 6.236572265625000000e-01 6.098632812500000278e-02 1.310107421875000000e+01 9.227539062500000000e+00 -5.936767578124999556e-01 -3.807373046875000000e-01 -6.982421875000000000e-02
4.780126953125000133e-01 8.736572265625000000e-01 4.098632812499999889e-02 1.010107421875000000e+01 1.122753906250000000e+01 2.563232421874999112e-01 6.926269531249995559e-02 -1.069824218750000000e+00
3.830126953124999845e-01 7.486572265625000000e-01 3.098632812500000042e-02 1.460107421875000000e+01 1.222753906250000000e+01 -1.686767578125000222e-01 -1.557373046875000222e-01 -5.698242187500000000e-01
1.930126953124999822e-01 9.986572265625000000e-01 5.098632812500000777e-02 1.160107421875000000e+01 1.022753906250000000e+01 6.813232421874999556e-01 -6.057373046874999778e-01 -1.569824218750000000e+00
1.692626953124999889e-01 5.299072265625000000e-01 3.848632812499999667e-02 1.047607421875000000e+01 1.097753906250000000e+01 5.750732421875000000e-01 -3.244873046874999778e-01 -6.948242187500000000e-01
3.592626953124999911e-01 7.799072265625000000e-01 5.848632812500000056e-02 1.347607421875000000e+01 1.297753906250000000e+01 -2.749267578124999778e-01 1.255126953124999778e-01 -1.694824218750000000e+00
4.542626953125000200e-01 6.549072265625000000e-01 6.848632812500000944e-02 1.197607421875000000e+01 1.197753906250000000e+01 1.500732421874999556e-01 -9.948730468750000000e-02 -1.948242187500000000e-01
2.642626953125000178e-01 9.049072265625000000e-01 4.848632812500000555e-02 1.497607421875000000e+01 9.977539062500000000e+00 -6.999267578125000222e-01 -5.494873046874999556e-01 -1.194824218750000000e+00
2.167626953125000033e-01 7.174072265625000000e-01 5.348632812500000305e-02 1.122607421875000000e+01 1.147753906250000000e+01 -9.124267578125000444e-01 -4.369873046874999667e-01 -1.944824218750000000e+00
4.067626953124999778e-01 9.674072265625000000e-01 3.348632812499999917e-02 1.422607421875000000e+01 9.477539062500000000e+00 -6.242675781250006661e-02 1.301269531249993339e-02 -9.448242187500000000e-01
3.117626953125000044e-01 5.924072265625000000e-01 4.348632812500000111e-02 1.272607421875000000e+01 1.047753906250000000e+01 -4.874267578125000000e-01 -2.119873046874999889e-01 -1.444824218750000000e+00
1.217626953125000022e-01 8.424072265625000000e-01 6.348632812500000500e-02 1.572607421875000000e+01 1.247753906250000000e+01 3.625732421874998668e-01 -6.619873046875000000e-01 -4.448242187500000000e-01
1.225048828124999933e-01 5.933837890625000000e-01 3.981445312500000305e-02 1.112060546875000000e+01 1.109472656250000000e+01 -2.716064453125000000e-01 -4.176513671875000111e-01 -5.659179687500000000e-01
3.125048828124999956e-01 8.433837890625000000e-01 5.981445312500000000e-02 1.412060546875000000e+01 9.094726562500000000e+00 5.783935546874998668e-01 3.234863281250000000e-02 -1.565917968750000000e+00
4.075048828125000244e-01 7.183837890625000000e-01 6.981445312500000888e-02 1.262060546875000000e+01 1.009472656250000000e+01 -6.966064453125000444e-01 -1.926513671874999778e-01 -6.591796875000000000e-02
2.175048828124999944e-01 9.683837890625000000e-01 4.981445312500000500e-02 1.562060546875000000e+01 1.209472656250000000e+01 1.533935546875000444e-01 -6.426513671874999334e-01 -1.065917968750000000e+00
2.650048828125000089e-01 6.558837890625000000e-01 5.481445312500000250e-02 1.037060546875000000e+01 1.059472656250000000e+01 -5.910644531249997780e-02 -3.051513671875000222e-01 -1.815917968750000000e+00
4.550048828125000111e-01 9.058837890625000000e-01 3.481445312499999861e-02 1.337060546875000000e+01 1.259472656250000000e+01 -9.091064453124999556e-01 1.448486328124999334e-01 -8.159179687500000000e-01
3.600048828124999822e-01 5.308837890625000000e-01 4.481445312500000056e-02 1.187060546875000000e+01 1.159472656250000000e+01 3.658935546874999556e-01 -8.015136718750004441e-02 -1.315917968750000000e+00
1.700048828124999800e-01 7.808837890625000000e-01 6.481445312500000444e-02 1.487060546875000000e+01 9.594726562500000000e+00 -4.841064453125000222e-01 -5.301513671875000000e-01 -3.159179687500000000e-01
1.937548828125000011e-01 7.496337890625000000e-01 4.731445312500000278e-02 1.374560546875000000e+01 9.344726562500000000e+00 -3.778564453125000666e-01 -4.739013671874999778e-01 -1.440917968750000000e+00
3.837548828124999756e-01 9.996337890625000000e-01 6.731445312500000666e-02 1.074560546875000000e+01 1.134472656250000000e+01 4.721435546874999112e-01 -2.390136718750002220e-02 -4.409179687500000000e-01
4.787548828125000044e-01 6.246337890625000000e-01 5.731445312500000472e-02 1.524560546875000000e+01 1.234472656250000000e+01 -8.028564453125000000e-01 -2.489013671875000000e-01 -1.940917968750000000e+00
2.887548828125000022e-01 8.746337890625000000e-01 3.731445312500000083e-02 1.224560546875000000e+01 1.034472656250000000e+01 4.714355468749986677e-02 -6.989013671874999556e-01 -9.409179687500000000e-01
2.412548828125000155e-01 5.621337890625000000e-01 6.231445312500000222e-02 1.449560546875000000e+01 1.284472656250000000e+01 2.596435546875000000e-01 -3.614013671874999889e-01 -1.909179687500000000e-01
4.312548828125000178e-01 8.121337890625000000e-01 4.231445312499999833e-02 1.149560546875000000e+01 1.084472656250000000e+01 -5.903564453125000888e-01 8.859863281249991118e-02 -1.190917968750000000e+00
3.362548828124999889e-01 6.871337890625000000e-01 3.231445312499999639e-02 1.599560546875000000e+01 9.844726562500000000e+00 6.846435546875000444e-01 -1.364013671875000666e-01 -6.909179687500000000e-01
1.462548828124999867e-01 9.371337890625000000e-01 5.231445312500000722e-02 1.299560546875000000e+01 1.184472656250000000e+01 -1.653564453125000444e-01 -5.864013671874999112e-01 -1.690917968750000000e+00
1.581298828125000111e-01 6.715087890625000000e-01 6.606445312500000555e-02 1.168310546875000000e+01 1.221972656250000000e+01 -6.434814453124999556e-01 6.047363281249995559e-02 -1.128417968750000000e+00
3.481298828125000133e-01 9.215087890625000000e-01 4.606445312500000167e-02 1.468310546875000000e+01 1.021972656250000000e+01 2.065185546874999112e-01 -3.895263671875000000e-01 -1.284179687500000000e-01
4.431298828124999867e-01 5.465087890625000000e-01 3.606445312499999972e-02 1.018310546875000000e+01 9.219726562500000000e+00 -2.184814453125000222e-01 -6.145263671874999778e-01 -1.628417968750000000e+00
2.531298828124999845e-01 7.965087890625000000e-01 5.606445312500000361e-02 1.318310546875000000e+01 1.121972656250000000e+01 6.315185546874999556e-01 -1.645263671875000222e-01 -6.284179687500000000e-01
3.006298828125000266e-01 6.090087890625000000e-01 4.106445312499999722e-02 1.243310546875000000e+01 9.719726562500000000e+00 4.190185546875000444e-01 1.729736328125000000e-01 -3.784179687500000000e-01
4.906298828124999734e-01 8.590087890625000000e-01 6.106445312500000111e-02 1.543310546875000000e+01 1.171972656250000000e+01 -4.309814453125000444e-01 -2.770263671875000111e-01 -1.378417968750000000e+00
3.956298828125000000e-01 7.340087890625000000e-01 5.106445312500000611e-02 1.093310546875000000e+01 1.271972656250000000e+01 -5.981445312500000000e-03 -5.020263671875000444e-01 -8.784179687500000000e-01
2.056298828124999978e-01 9.840087890625000000e-01 3.106445312499999875e-02 1.393310546875000000e+01 1.071972656250000000e+01 -8.559814453124999778e-01 -5.202636718749997780e-02 -1.878417968750000000e+00
1.818798828125000044e-01 5.152587890625000000e-01 5.856445312500000583e-02 1.580810546875000000e+01 1.046972656250000000e+01 -9.622314453125000444e-01 4.223632812499933387e-03 -7.534179687500000000e-01
3.718798828125000067e-01 7.652587890625000000e-01 3.856445312500000194e-02 1.280810546875000000e+01 1.246972656250000000e+01 -1.122314453125000666e-01 -4.457763671874999667e-01 -1.753417968750000000e+00
4.668798828124999800e-01 6.402587890625000000e-01 4.856445312500000389e-02 1.430810546875000000e+01 1.146972656250000000e+01 -5.372314453125000000e-01 -6.707763671875000000e-01 -2.534179687500000000e-01
2.768798828124999778e-01 8.902587890625000000e-01 6.856445312500000777e-02 1.130810546875000000e+01 9.469726562500000000e+00 3.127685546874998668e-01 -2.207763671874999889e-01 -1.253417968750000000e+00
2.293798828124999911e-01 7.027587890625000000e-01 3.356445312499999750e-02 1.505810546875000000e+01 1.196972656250000000e+01 5.252685546875000000e-01 1.167236328124999778e-01 -1.503417968750000000e+00
4.193798828124999933e-01 9.527587890625000000e-01 5.356445312500000833e-02 1.205810546875000000e+01 9.969726562500000000e+00 -3.247314453124999778e-01 -3.332763671874999778e-01 -5.034179687500000000e-01
3.243798828124999645e-01 5.777587890625000000e-01 6.356445312500000333e-02 1.355810546875000000e+01 1.096972656250000000e+01 1.002685546874999556e-01 -5.582763671874999556e-01 -1.003417968750000000e+00
1.343798828124999900e-01 8.277587890625000000e-01 4.356445312499999944e-02 1.055810546875000000e+01 1.296972656250000000e+01 -7.497314453125000222e-01 -1.082763671875000000e-01 -3.417968750000000000e-03
1.403173828125000022e-01 7.105712890625000000e-01 5.543945312500000305e-02 1.440185546875000000e+01 9.782226562500000000e+00 3.393310546874999112e-01 -6.285888671874999556e-01 -1.784667968750000000e+00
3.303173828125000044e-01 9.605712890625000000e-01 3.543945312499999917e-02 1.140185546875000000e+01 1.178222656250000000e+01 -5.106689453124999556e-01 -1.785888671875000000e-01 -7.846679687500000000e-01
4.253173828124999778e-01 5.855712890625000000e-01 4.543945312500000111e-02 1.590185546875000000e+01 1.278222656250000000e+01 -8.566894531250002220e-02 4.641113281249997780e-02 -1.284667968750000000e+00
2.353173828125000033e-01 8.355712890625000000e-01 6.543945312500000500e-02 1.290185546875000000e+01 1.078222656250000000e+01 -9.356689453125000000e-01 -4.035888671874999778e-01 -2.846679687500000000e-01
2.828173828125000178e-01 5.230712890625000000e-01 3.043945312499999820e-02 1.365185546875000000e+01 1.228222656250000000e+01 -7.231689453125000888e-01 -5.160888671874999112e-01 -5.346679687500000000e-01
4.728173828125000200e-01 7.730712890625000000e-01 5.043945312500000555e-02 1.065185546875000000e+01 1.028222656250000000e+01 1.268310546875000000e-01 -6.608886718750006661e-02 -1.534667968750000000e+00
3.778173828124999911e-01 6.480712890625000000e-01 6.043945312500000056e-02 1.515185546875000000e+01 9.282226562500000000e+00 -2.981689453125000444e-01 1.589111328124999112e-01 -3.466796875000000000e-02
1.878173828124999889e-01 8.980712890625000000e-01 4.043945312499999667e-02 1.215185546875000000e+01 1.128222656250000000e+01 5.518310546875000444e-01 -2.910888671874999889e-01 -1.034667968750000000e+00
2.115673828124999822e-01 6.168212890625000000e-01 6.793945312500000722e-02 1.027685546875000000e+01 1.153222656250000000e+01 6.580810546875000000e-01 -6.848388671874999778e-01 -1.596679687500000000e-01
4.015673828124999845e-01 8.668212890625000000e-01 4.793945312500000333e-02 1.327685546875000000e+01 9.532226562500000000e+00 -1.919189453124999778e-01 -2.348388671875000222e-01 -1.159667968750000000e+00
4.965673828125000133e-01 7.418212890625000000e-01 3.793945312500000139e-02 1.177685546875000000e+01 1.053222656250000000e+01 2.330810546874999556e-01 -9.838867187500044409e-03 -6.596679687500000000e-01
3.065673828125000111e-01 9.918212890625000000e-01 5.793945312500000527e-02 1.477685546875000000e+01 1.253222656250000000e+01 -6.169189453125000222e-01 -4.598388671875000000e-01 -1.659667968750000000e+00
2.590673828124999689e-01 6.793212890625000000e-01 4.293945312499999889e-02 1.102685546875000000e+01 1.003222656250000000e+01 -8.294189453125000444e-01 -5.723388671874999334e-01 -1.409667968750000000e+00
4.490673828125000266e-01 9.293212890625000000e-01 6.293945312500000278e-02 1.402685546875000000e+01 1.203222656250000000e+01 2.058105468750004441e-02 -1.223388671874999778e-01 -4.096679687500000000e-01
3.540673828124999978e-01 5.543212890625000000e-01 5.293945312500000777e-02 1.252685546875000000e+01 1.103222656250000000e+01 -4.044189453125000000e-01 1.026611328125000000e-01 -1.909667968750000000e+00
1.640673828124999956e-01 8.043212890625000000e-01 3.293945312499999695e-02 1.552685546875000000e+01 9.032226562500000000e+00 4.455810546874998668e-01 -3.473388671875000111e-01 -9.096679687500000000e-01
1.521923828124999989e-01 5.386962890625000000e-01 4.918945312500000444e-02 1.496435546875000000e+01 1.090722656250000000e+01 -3.254394531250004441e-02 -1.504638671875000444e-01 -4.721679687500000000e-01
3.421923828124999734e-01 7.886962890625000000e-01 6.918945312500000833e-02 1.196435546875000000e+01 1.290722656250000000e+01 -8.825439453125000222e-01 -6.004638671875000000e-01 -1.472167968750000000e+00
4.371923828125000022e-01 6.636962890625000000e-01 5.918945312499999944e-02 1.346435546875000000e+01 1.190722656250000000e+01 3.924560546875000000e-01 -3.754638671874999667e-01 -9.721679687500000000e-01
2.471923828125000000e-01 9.136962890625000000e-01 3.918945312500000250e-02 1.046435546875000000e+01 9.907226562500000000e+00 -4.575439453124999778e-01 7.453613281249993339e-02 -1.972167968750000000e+00
2.946923828124999867e-01 7.261962890625000000e-01 6.418945312500000389e-02 1.571435546875000000e+01 1.140722656250000000e+01 -2.450439453125000666e-01 -3.796386718750000000e-02 -1.222167968750000000e+00
4.846923828124999889e-01 9.761962890625000000e-01 4.418945312500000000e-02 1.271435546875000000e+01 9.407226562500000000e+00 6.049560546874999112e-01 -4.879638671874999556e-01 -2.221679687500000000e-01
3.896923828125000155e-01 6.011962890625000000e-01 3.418945312499999806e-02 1.421435546875000000e+01 1.040722656250000000e+01 -6.700439453125000000e-01 -2.629638671874999778e-01 -1.722167968750000000e+00
1.996923828125000133e-01 8.511962890625000000e-01 5.418945312500000194e-02 1.121435546875000000e+01 1.240722656250000000e+01 1.799560546874998668e-01 1.870361328124999778e-01 -7.221679687500000000e-01
1.759423828124999922e-01 6.324462890625000000e-01 3.668945312500000028e-02 1.233935546875000000e+01 1.265722656250000000e+01 7.370605468749991118e-02 -2.067138671875000111e-01 -1.597167968750000000e+00
3.659423828125000222e-01 8.824462890625000000e-01 5.668945312500000416e-02 1.533935546875000000e+01 1.065722656250000000e+01 -7.762939453124999556e-01 -6.567138671874999112e-01 -5.971679687500000000e-01
4.609423828124999956e-01 5.074462890625000000e-01 6.668945312500000611e-02 1.083935546875000000e+01 9.657226562500000000e+00 4.987060546874999556e-01 -4.317138671874999889e-01 -1.097167968750000000e+00
2.709423828124999933e-01 7.574462890625000000e-01 4.668945312500000222e-02 1.383935546875000000e+01 1.165722656250000000e+01 -3.512939453125000222e-01 1.828613281250002220e-02 -9.716796875000000000e-02
2.234423828125000067e-01 5.699462890625000000e-01 5.168945312500000666e-02 1.158935546875000000e+01 9.157226562500000000e+00 -5.637939453125000444e-01 -9.421386718750002220e-02 -8.471679687500000000e-01
4.134423828125000089e-01 8.199462890625000000e-01 3.168945312500000278e-02 1.458935546875000000e+01 1.115722656250000000e+01 2.862060546875000444e-01 -5.442138671874999778e-01 -1.847167968750000000e+00
3.184423828125000355e-01 6.949462890625000000e-01 4.168945312499999778e-02 1.008935546875000000e+01 1.215722656250000000e+01 -9.887939453124999778e-01 -3.192138671875000000e-01 -3.471679687500000000e-01
1.284423828125000056e-01 9.449462890625000000e-01 6.168945312500000167e-02 1.308935546875000000e+01 1.015722656250000000e+01 -1.387939453125000000e-01 1.307861328124999556e-01 -1.347167968750000000e+00
1.314111328124999978e-01 6.441650390625000000e-01 4.200195312500000500e-02 1.529248046875000000e+01 1.175097656250000000e+01 1.932373046875000000e-01 -5.090576171874999778e-01 -1.956542968750000000e+00
3.214111328125000000e-01 8.941650390625000000e-01 6.200195312500000194e-02 1.229248046875000000e+01 9.750976562500000000e+00 -6.567626953125000888e-01 -5.905761718750002220e-02 -9.565429687500000000e-01
4.164111328124999734e-01 5.191650390625000000e-01 5.200195312500000000e-02 1.379248046875000000e+01 1.075097656250000000e+01 6.182373046875000444e-01 1.659423828124999556e-01 -1.456542968750000000e+00
2.264111328124999989e-01 7.691650390625000000e-01 3.200195312499999611e-02 1.079248046875000000e+01 1.275097656250000000e+01 -2.317626953125000444e-01 -2.840576171875000000e-01 -4.565429687500000000e-01
2.739111328125000133e-01 5.816650390625000000e-01 6.700195312500001332e-02 1.454248046875000000e+01 1.025097656250000000e+01 -4.442626953125000666e-01 -6.215576171874999112e-01 -7.065429687500000000e-01
