# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--omega_b baryons--bacco_M_c baryons--bacco_M1_z0_cen baryons--bacco_beta baryons--bacco_eta baryons--bacco_theta_inn
1.689843749999999922e-01 6.855468750000000000e-01 5.734375000000000583e-02 1.269531250000000000e+01 9.703125000000000000e+00 -1.964843750000000444e-01 2.070312499999993339e-02 -1.414062500000000000e+00
3.589843750000000222e-01 9.355468750000000000e-01 3.734375000000000194e-02 1.569531250000000000e+01 1.170312500000000000e+01 6.535156250000000444e-01 -4.292968749999999667e-01 -4.140625000000000000e-01
4.539843749999999956e-01 5.605468750000000000e-01 4.734375000000000389e-02 1.119531250000000000e+01 1.270312500000000000e+01 -6.214843750000000888e-01 -6.542968750000000000e-01 -1.914062500000000000e+00
2.639843749999999933e-01 8.105468750000000000e-01 6.734375000000000777e-02 1.419531250000000000e+01 1.070312500000000000e+01 2.285156250000000000e-01 -2.042968749999999889e-01 -9.140625000000000000e-01
2.164843750000000067e-01 6.230468750000000000e-01 3.234374999999999750e-02 1.194531250000000000e+01 1.220312500000000000e+01 1.601562499999986677e-02 1.332031249999999778e-01 -1.640625000000000000e-01
4.064843750000000089e-01 8.730468750000000000e-01 5.234375000000000833e-02 1.494531250000000000e+01 1.020312500000000000e+01 -8.339843750000000000e-01 -3.167968749999999778e-01 -1.164062500000000000e+00
3.114843750000000355e-01 7.480468750000000000e-01 6.234375000000000333e-02 1.044531250000000000e+01 9.203125000000000000e+00 4.410156249999999112e-01 -5.417968749999999556e-01 -6.640625000000000000e-01
1.214843749999999917e-01 9.980468750000000000e-01 4.234374999999999944e-02 1.344531250000000000e+01 1.120312500000000000e+01 -4.089843750000000666e-01 -9.179687500000000000e-02 -1.664062500000000000e+00
1.222265624999999967e-01 7.490234375000000000e-01 5.617187500000000305e-02 1.169921875000000000e+01 1.233593750000000000e+01 6.568359374999999112e-01 1.701171874999999334e-01 -1.285156250000000000e+00
3.122265625000000266e-01 9.990234375000000000e-01 3.617187499999999917e-02 1.469921875000000000e+01 1.033593750000000000e+01 -1.931640625000000666e-01 -2.798828125000000222e-01 -2.851562500000000000e-01
4.072265625000000000e-01 6.240234375000000000e-01 4.617187500000000111e-02 1.019921875000000000e+01 9.335937500000000000e+00 2.318359374999998668e-01 -5.048828125000000000e-01 -1.785156250000000000e+00
2.172265624999999978e-01 8.740234375000000000e-01 6.617187500000000500e-02 1.319921875000000000e+01 1.133593750000000000e+01 -6.181640625000000000e-01 -5.488281250000004441e-02 -7.851562500000000000e-01
2.647265624999999845e-01 5.615234375000000000e-01 3.117187499999999820e-02 1.244921875000000000e+01 9.835937500000000000e+00 -8.306640625000000222e-01 5.761718750000000000e-02 -3.515625000000000000e-02
4.547265624999999867e-01 8.115234375000000000e-01 5.117187500000000555e-02 1.544921875000000000e+01 1.183593750000000000e+01 1.933593749999995559e-02 -3.923828125000000111e-01 -1.035156250000000000e+00
3.597265625000000133e-01 6.865234375000000000e-01 6.117187500000000056e-02 1.094921875000000000e+01 1.283593750000000000e+01 -4.056640624999999778e-01 -6.173828124999999334e-01 -5.351562500000000000e-01
1.697265625000000111e-01 9.365234375000000000e-01 4.117187500000000361e-02 1.394921875000000000e+01 1.083593750000000000e+01 4.443359375000000000e-01 -1.673828124999999778e-01 -1.535156250000000000e+00
1.934765625000000044e-01 5.927734375000000000e-01 6.867187500000000722e-02 1.582421875000000000e+01 1.008593750000000000e+01 3.380859375000000444e-01 1.138671874999999112e-01 -6.601562500000000000e-01
3.834765625000000067e-01 8.427734375000000000e-01 4.867187500000000333e-02 1.282421875000000000e+01 1.208593750000000000e+01 -5.119140625000000444e-01 -3.361328124999999889e-01 -1.660156250000000000e+00
4.784765624999999800e-01 7.177734375000000000e-01 3.867187500000000139e-02 1.432421875000000000e+01 1.108593750000000000e+01 -8.691406250000000000e-02 -5.611328124999999112e-01 -1.601562500000000000e-01
2.884765624999999778e-01 9.677734375000000000e-01 5.867187500000000527e-02 1.132421875000000000e+01 9.085937500000000000e+00 -9.369140624999999778e-01 -1.111328125000000666e-01 -1.160156250000000000e+00
2.409765624999999911e-01 6.552734375000000000e-01 4.367187499999999889e-02 1.507421875000000000e+01 1.158593750000000000e+01 -7.244140624999999556e-01 1.367187499999977796e-03 -1.910156250000000000e+00
4.309765624999999933e-01 9.052734375000000000e-01 6.367187500000000278e-02 1.207421875000000000e+01 9.585937500000000000e+00 1.255859374999999112e-01 -4.486328124999999778e-01 -9.101562500000000000e-01
3.359765624999999645e-01 5.302734375000000000e-01 5.367187500000000777e-02 1.357421875000000000e+01 1.058593750000000000e+01 -2.994140625000000222e-01 -6.736328124999999556e-01 -1.410156250000000000e+00
1.459765624999999900e-01 7.802734375000000000e-01 3.367187499999999695e-02 1.057421875000000000e+01 1.258593750000000000e+01 5.505859374999999556e-01 -2.236328125000000000e-01 -4.101562500000000000e-01
1.578515624999999867e-01 5.146484375000000000e-01 4.992187500000000444e-02 1.076171875000000000e+01 1.146093750000000000e+01 7.246093750000004441e-02 -2.517578125000000111e-01 -9.726562500000000000e-01
3.478515624999999889e-01 7.646484375000000000e-01 6.992187500000000833e-02 1.376171875000000000e+01 9.460937500000000000e+00 -7.775390625000000444e-01 1.982421875000000000e-01 -1.972656250000000000e+00
4.428515625000000178e-01 6.396484375000000000e-01 5.992187500000000638e-02 1.226171875000000000e+01 1.046093750000000000e+01 4.974609374999998668e-01 -2.675781249999997780e-02 -4.726562500000000000e-01
2.528515624999999600e-01 8.896484375000000000e-01 3.992187500000000250e-02 1.526171875000000000e+01 1.246093750000000000e+01 -3.525390625000000000e-01 -4.767578124999999889e-01 -1.472656250000000000e+00
3.003515625000000022e-01 7.021484375000000000e-01 6.492187500000000389e-02 1.001171875000000000e+01 1.096093750000000000e+01 -5.650390625000000222e-01 -3.642578125000000000e-01 -1.722656250000000000e+00
4.903515625000000044e-01 9.521484375000000000e-01 4.492187500000000000e-02 1.301171875000000000e+01 1.296093750000000000e+01 2.849609374999999556e-01 8.574218749999995559e-02 -7.226562500000000000e-01
3.953515624999999756e-01 5.771484375000000000e-01 3.492187499999999806e-02 1.151171875000000000e+01 1.196093750000000000e+01 -9.900390624999999556e-01 -1.392578125000000222e-01 -1.222656250000000000e+00
2.053515625000000011e-01 8.271484375000000000e-01 5.492187500000000888e-02 1.451171875000000000e+01 9.960937500000000000e+00 -1.400390624999999778e-01 -5.892578124999999778e-01 -2.226562500000000000e-01
1.816015624999999800e-01 6.708984375000000000e-01 3.742187500000000028e-02 1.338671875000000000e+01 9.210937500000000000e+00 -3.378906250000002220e-02 -3.080078124999999778e-01 -1.097656250000000000e+00
3.716015624999999822e-01 9.208984375000000000e-01 5.742187500000000416e-02 1.038671875000000000e+01 1.121093750000000000e+01 -8.837890625000000000e-01 1.419921874999999778e-01 -9.765625000000000000e-02
4.666015625000000111e-01 5.458984375000000000e-01 6.742187500000000611e-02 1.488671875000000000e+01 1.221093750000000000e+01 3.912109374999999112e-01 -8.300781250000000000e-02 -1.597656250000000000e+00
2.766015625000000089e-01 7.958984375000000000e-01 4.742187500000000222e-02 1.188671875000000000e+01 1.021093750000000000e+01 -4.587890625000000666e-01 -5.330078124999999556e-01 -5.976562500000000000e-01
2.291015624999999944e-01 6.083984375000000000e-01 5.242187500000000666e-02 1.413671875000000000e+01 1.271093750000000000e+01 -2.462890625000000444e-01 -4.205078124999999667e-01 -3.476562500000000000e-01
4.191015625000000244e-01 8.583984375000000000e-01 3.242187500000000278e-02 1.113671875000000000e+01 1.071093750000000000e+01 6.037109375000000444e-01 2.949218749999993339e-02 -1.347656250000000000e+00
3.241015624999999956e-01 7.333984375000000000e-01 4.242187499999999778e-02 1.563671875000000000e+01 9.710937500000000000e+00 -6.712890625000000888e-01 -1.955078125000000444e-01 -8.476562500000000000e-01
1.341015624999999933e-01 9.833984375000000000e-01 6.242187500000000860e-02 1.263671875000000000e+01 1.171093750000000000e+01 1.787109375000000000e-01 -6.455078125000000000e-01 -1.847656250000000000e+00
1.400390625000000056e-01 6.162109375000000000e-01 3.929687500000000194e-02 1.516796875000000000e+01 1.052343750000000000e+01 -3.791015625000000444e-01 -6.894531250000002220e-02 -6.640625000000000000e-02
3.300390625000000355e-01 8.662109375000000000e-01 5.929687500000000583e-02 1.216796875000000000e+01 1.252343750000000000e+01 4.708984375000000444e-01 -5.189453124999999778e-01 -1.066406250000000000e+00
4.250390625000000089e-01 7.412109375000000000e-01 6.929687500000000777e-02 1.366796875000000000e+01 1.152343750000000000e+01 -8.041015624999999778e-01 -2.939453125000000000e-01 -5.664062500000000000e-01
2.350390625000000067e-01 9.912109375000000000e-01 4.929687500000000389e-02 1.066796875000000000e+01 9.523437500000000000e+00 4.589843750000000000e-02 1.560546874999999556e-01 -1.566406250000000000e+00
2.825390624999999933e-01 6.787109375000000000e-01 5.429687500000000833e-02 1.591796875000000000e+01 1.102343750000000000e+01 2.583984374999999112e-01 -1.814453124999999556e-01 -1.316406250000000000e+00
4.725390624999999956e-01 9.287109375000000000e-01 3.429687499999999750e-02 1.291796875000000000e+01 9.023437500000000000e+00 -5.916015624999999556e-01 -6.314453124999999112e-01 -3.164062500000000000e-01
3.775390625000000222e-01 5.537109375000000000e-01 4.429687499999999944e-02 1.441796875000000000e+01 1.002343750000000000e+01 6.833984374999999556e-01 -4.064453124999999889e-01 -1.816406250000000000e+00
1.875390624999999922e-01 8.037109375000000000e-01 6.429687500000000333e-02 1.141796875000000000e+01 1.202343750000000000e+01 -1.666015625000000222e-01 4.355468750000002220e-02 -8.164062500000000000e-01
2.112890625000000133e-01 7.099609375000000000e-01 4.679687500000000167e-02 1.254296875000000000e+01 1.277343750000000000e+01 -2.728515624999999778e-01 -1.251953125000000444e-01 -1.941406250000000000e+00
4.012890625000000155e-01 9.599609375000000000e-01 6.679687500000000555e-02 1.554296875000000000e+01 1.077343750000000000e+01 5.771484375000000000e-01 -5.751953125000000000e-01 -9.414062500000000000e-01
4.962890624999999889e-01 5.849609375000000000e-01 5.679687500000000361e-02 1.104296875000000000e+01 9.773437500000000000e+00 -6.978515625000000222e-01 -3.501953124999999667e-01 -1.441406250000000000e+00
3.062890624999999867e-01 8.349609375000000000e-01 3.679687499999999972e-02 1.404296875000000000e+01 1.177343750000000000e+01 1.521484374999999556e-01 9.980468749999993339e-02 -4.414062500000000000e-01
2.587890625000000000e-01 5.224609375000000000e-01 6.179687500000000805e-02 1.179296875000000000e+01 9.273437500000000000e+00 -6.035156250000006661e-02 -2.376953124999999778e-01 -6.914062500000000000e-01
4.487890625000000022e-01 7.724609375000000000e-01 4.179687499999999722e-02 1.479296875000000000e+01 1.127343750000000000e+01 -9.103515625000000444e-01 -6.876953124999999334e-01 -1.691406250000000000e+00
3.537890624999999734e-01 6.474609375000000000e-01 3.179687500000000222e-02 1.029296875000000000e+01 1.227343750000000000e+01 3.646484374999998668e-01 -4.626953124999999556e-01 -1.914062500000000000e-01
1.637890624999999989e-01 8.974609375000000000e-01 5.179687500000000611e-02 1.329296875000000000e+01 1.027343750000000000e+01 -4.853515625000000000e-01 -1.269531250000000000e-02 -1.191406250000000000e+00
1.519140625000000022e-01 6.318359375000000000e-01 6.554687500000000444e-02 1.423046875000000000e+01 9.648437500000000000e+00 -9.634765625000000222e-01 -4.908203124999999667e-01 -1.628906250000000000e+00
3.419140625000000044e-01 8.818359375000000000e-01 4.554687500000000056e-02 1.123046875000000000e+01 1.164843750000000000e+01 -1.134765625000000444e-01 -4.082031250000006661e-02 -6.289062500000000000e-01
4.369140624999999778e-01 5.068359375000000000e-01 3.554687499999999861e-02 1.573046875000000000e+01 1.264843750000000000e+01 -5.384765625000000888e-01 1.841796874999999112e-01 -1.128906250000000000e+00
2.469140625000000033e-01 7.568359375000000000e-01 5.554687500000000250e-02 1.273046875000000000e+01 1.064843750000000000e+01 3.115234375000000000e-01 -2.658203124999999889e-01 -1.289062500000000000e-01
2.944140625000000178e-01 5.693359375000000000e-01 4.054687500000000305e-02 1.348046875000000000e+01 1.214843750000000000e+01 5.240234374999999112e-01 -6.033203124999999556e-01 -8.789062500000000000e-01
4.844140625000000200e-01 8.193359375000000000e-01 6.054687500000000000e-02 1.048046875000000000e+01 1.014843750000000000e+01 -3.259765625000000666e-01 -1.533203125000000000e-01 -1.878906250000000000e+00
3.894140624999999911e-01 6.943359375000000000e-01 5.054687500000000500e-02 1.498046875000000000e+01 9.148437500000000000e+00 9.902343749999986677e-02 7.167968749999997780e-02 -3.789062500000000000e-01
1.994140624999999889e-01 9.443359375000000000e-01 3.054687499999999764e-02 1.198046875000000000e+01 1.114843750000000000e+01 -7.509765625000000000e-01 -3.783203124999999778e-01 -1.378906250000000000e+00
1.756640624999999956e-01 5.380859375000000000e-01 5.804687500000000472e-02 1.010546875000000000e+01 1.189843750000000000e+01 -6.447265625000000444e-01 -5.470703124999999334e-01 -2.539062500000000000e-01
3.656640624999999978e-01 7.880859375000000000e-01 3.804687500000000083e-02 1.310546875000000000e+01 9.898437500000000000e+00 2.052734375000000444e-01 -9.707031249999997780e-02 -1.253906250000000000e+00
4.606640625000000266e-01 6.630859375000000000e-01 4.804687500000000278e-02 1.160546875000000000e+01 1.089843750000000000e+01 -2.197265625000000000e-01 1.279296875000000000e-01 -7.539062500000000000e-01
2.706640624999999689e-01 9.130859375000000000e-01 6.804687500000000666e-02 1.460546875000000000e+01 1.289843750000000000e+01 6.302734374999998668e-01 -3.220703125000000111e-01 -1.753906250000000000e+00
2.231640624999999822e-01 7.255859375000000000e-01 3.304687499999999639e-02 1.085546875000000000e+01 1.039843750000000000e+01 4.177734374999999556e-01 -6.595703124999999778e-01 -1.003906250000000000e+00
4.131640624999999845e-01 9.755859375000000000e-01 5.304687500000000722e-02 1.385546875000000000e+01 1.239843750000000000e+01 -4.322265625000000222e-01 -2.095703125000000222e-01 -3.906250000000000000e-03
3.181640625000000111e-01 6.005859375000000000e-01 6.304687500000000222e-02 1.235546875000000000e+01 1.139843750000000000e+01 -7.226562499999977796e-03 1.542968749999995559e-02 -1.503906250000000000e+00
1.281640625000000089e-01 8.505859375000000000e-01 4.304687499999999833e-02 1.535546875000000000e+01 9.398437500000000000e+00 -8.572265624999999556e-01 -4.345703125000000000e-01 -5.039062500000000000e-01
1.311328125000000011e-01 5.498046875000000000e-01 6.335937499999999556e-02 1.315234375000000000e+01 1.255468750000000000e+01 -7.376953125000000888e-01 -1.884765625000000000e-01 -1.757812500000000000e-01
3.211328125000000311e-01 7.998046875000000000e-01 4.335937500000000555e-02 1.015234375000000000e+01 1.055468750000000000e+01 1.123046875000000000e-01 -6.384765624999999556e-01 -1.175781250000000000e+00
4.161328125000000044e-01 6.748046875000000000e-01 3.335937499999999667e-02 1.465234375000000000e+01 9.554687500000000000e+00 -3.126953125000000444e-01 -4.134765624999999778e-01 -6.757812500000000000e-01
2.261328125000000022e-01 9.248046875000000000e-01 5.335937500000000056e-02 1.165234375000000000e+01 1.155468750000000000e+01 5.373046875000000444e-01 3.652343749999997780e-02 -1.675781250000000000e+00
2.736328124999999889e-01 7.373046875000000000e-01 4.835937500000000305e-02 1.390234375000000000e+01 9.054687500000000000e+00 3.248046874999999112e-01 -7.597656250000006661e-02 -1.425781250000000000e+00
4.636328124999999911e-01 9.873046875000000000e-01 6.835937500000000000e-02 1.090234375000000000e+01 1.105468750000000000e+01 -5.251953124999999556e-01 -5.259765624999999112e-01 -4.257812500000000000e-01
3.686328125000000178e-01 6.123046875000000000e-01 5.835937500000000500e-02 1.540234375000000000e+01 1.205468750000000000e+01 -1.001953125000000222e-01 -3.009765624999999889e-01 -1.925781250000000000e+00
1.786328124999999878e-01 8.623046875000000000e-01 3.835937500000000111e-02 1.240234375000000000e+01 1.005468750000000000e+01 -9.501953125000000000e-01 1.490234374999999112e-01 -9.257812500000000000e-01
2.023828125000000089e-01 6.435546875000000000e-01 5.085937499999999833e-02 1.127734375000000000e+01 1.080468750000000000e+01 -8.439453125000000444e-01 -2.447265625000000222e-01 -1.800781250000000000e+00
3.923828125000000111e-01 8.935546875000000000e-01 3.085937499999999792e-02 1.427734375000000000e+01 1.280468750000000000e+01 6.054687500000044409e-03 -6.947265624999999778e-01 -8.007812500000000000e-01
4.873828124999999845e-01 5.185546875000000000e-01 4.085937500000000333e-02 1.277734375000000000e+01 1.180468750000000000e+01 -4.189453125000000000e-01 -4.697265625000000000e-01 -1.300781250000000000e+00
2.973828124999999822e-01 7.685546875000000000e-01 6.085937500000000722e-02 1.577734375000000000e+01 9.804687500000000000e+00 4.310546874999998668e-01 -1.972656250000004441e-02 -3.007812500000000000e-01
2.498828124999999956e-01 5.810546875000000000e-01 3.585937499999999889e-02 1.052734375000000000e+01 1.130468750000000000e+01 6.435546875000000000e-01 -1.322265624999999778e-01 -5.507812500000000000e-01
4.398828124999999978e-01 8.310546875000000000e-01 5.585937500000000278e-02 1.352734375000000000e+01 9.304687500000000000e+00 -2.064453124999999778e-01 -5.822265624999999334e-01 -1.550781250000000000e+00
3.448828124999999689e-01 7.060546875000000000e-01 6.585937499999999778e-02 1.202734375000000000e+01 1.030468750000000000e+01 2.185546874999999556e-01 -3.572265625000000111e-01 -5.078125000000000000e-02
1.548828124999999944e-01 9.560546875000000000e-01 4.585937500000000083e-02 1.502734375000000000e+01 1.230468750000000000e+01 -6.314453125000000222e-01 9.277343750000000000e-02 -1.050781250000000000e+00
1.667578124999999911e-01 6.904296875000000000e-01 3.210937500000000250e-02 1.558984375000000000e+01 1.167968750000000000e+01 -1.533203125000000000e-01 -6.103515625000000000e-01 -1.613281250000000000e+00
3.567578124999999933e-01 9.404296875000000000e-01 5.210937499999999944e-02 1.258984375000000000e+01 9.679687500000000000e+00 6.966796874999998668e-01 -1.603515625000000444e-01 -6.132812500000000000e-01
4.517578125000000222e-01 5.654296875000000000e-01 6.210937500000000833e-02 1.408984375000000000e+01 1.067968750000000000e+01 -5.783203125000000444e-01 6.464843749999993339e-02 -1.113281250000000000e+00
2.617578124999999645e-01 8.154296875000000000e-01 4.210937500000000444e-02 1.108984375000000000e+01 1.267968750000000000e+01 2.716796875000000444e-01 -3.853515624999999667e-01 -1.132812500000000000e-01
3.092578125000000067e-01 5.029296875000000000e-01 5.710937500000000389e-02 1.483984375000000000e+01 1.017968750000000000e+01 5.917968749999991118e-02 -4.978515624999999556e-01 -8.632812500000000000e-01
4.992578125000000089e-01 7.529296875000000000e-01 3.710937500000000000e-02 1.183984375000000000e+01 1.217968750000000000e+01 -7.908203124999999556e-01 -4.785156250000000000e-02 -1.863281250000000000e+00
4.042578124999999800e-01 6.279296875000000000e-01 4.710937500000000194e-02 1.333984375000000000e+01 1.117968750000000000e+01 4.841796874999999556e-01 1.771484374999999778e-01 -3.632812500000000000e-01
2.142578124999999778e-01 8.779296875000000000e-01 6.710937499999999889e-02 1.033984375000000000e+01 9.179687500000000000e+00 -3.658203125000000222e-01 -2.728515624999999778e-01 -1.363281250000000000e+00
1.905078124999999845e-01 5.966796875000000000e-01 4.460937499999999972e-02 1.221484375000000000e+01 9.929687500000000000e+00 -4.720703124999999778e-01 -6.666015624999999112e-01 -4.882812500000000000e-01
3.805078124999999867e-01 8.466796875000000000e-01 6.460937499999999667e-02 1.521484375000000000e+01 1.192968750000000000e+01 3.779296875000000000e-01 -2.166015625000000111e-01 -1.488281250000000000e+00
4.755078125000000155e-01 7.216796875000000000e-01 5.460937500000000167e-02 1.071484375000000000e+01 1.292968750000000000e+01 -8.970703125000000222e-01 8.398437500000022204e-03 -9.882812500000000000e-01
2.855078125000000133e-01 9.716796875000000000e-01 3.460937499999999778e-02 1.371484375000000000e+01 1.092968750000000000e+01 -4.707031250000004441e-02 -4.416015624999999889e-01 -1.988281250000000000e+00
2.380078124999999989e-01 6.591796875000000000e-01 6.960937500000000111e-02 1.296484375000000000e+01 1.242968750000000000e+01 1.654296874999998668e-01 -5.541015624999999778e-01 -1.238281250000000000e+00
4.280078124999999734e-01 9.091796875000000000e-01 4.960937500000000416e-02 1.596484375000000000e+01 1.042968750000000000e+01 -6.845703125000000000e-01 -1.041015625000000222e-01 -2.382812500000000000e-01
3.330078125000000000e-01 5.341796875000000000e-01 3.960937500000000222e-02 1.146484375000000000e+01 9.429687500000000000e+00 5.904296874999999112e-01 1.208984374999999556e-01 -1.738281250000000000e+00
1.430078124999999978e-01 7.841796875000000000e-01 5.960937500000000611e-02 1.446484375000000000e+01 1.142968750000000000e+01 -2.595703125000000666e-01 -3.291015625000000000e-01 -7.382812500000000000e-01
1.370703124999999856e-01 6.826171875000000000e-01 4.148437500000000389e-02 1.043359375000000000e+01 1.036718750000000000e+01 -1.267578125000000666e-01 5.058593749999995559e-02 -1.457031250000000000e+00
3.270703124999999600e-01 9.326171875000000000e-01 6.148437500000000777e-02 1.343359375000000000e+01 1.236718750000000000e+01 -9.767578125000000444e-01 -3.994140625000000000e-01 -4.570312500000000000e-01
4.220703124999999889e-01 5.576171875000000000e-01 5.148437499999999889e-02 1.193359375000000000e+01 1.136718750000000000e+01 2.982421874999998668e-01 -6.244140624999999778e-01 -1.957031250000000000e+00
2.320703124999999867e-01 8.076171875000000000e-01 3.148437500000000194e-02 1.493359375000000000e+01 9.367187500000000000e+00 -5.517578125000000000e-01 -1.744140625000000222e-01 -9.570312500000000000e-01
2.795703124999999734e-01 6.201171875000000000e-01 6.648437500000001221e-02 1.118359375000000000e+01 1.186718750000000000e+01 -3.392578124999999778e-01 1.630859375000000000e-01 -2.070312500000000000e-01
4.695703124999999756e-01 8.701171875000000000e-01 4.648437500000000139e-02 1.418359375000000000e+01 9.867187500000000000e+00 5.107421875000000000e-01 -2.869140625000000111e-01 -1.207031250000000000e+00
3.745703125000000022e-01 7.451171875000000000e-01 3.648437499999999944e-02 1.268359375000000000e+01 1.086718750000000000e+01 -7.642578125000000222e-01 -5.119140624999999334e-01 -7.070312500000000000e-01
1.845703125000000000e-01 9.951171875000000000e-01 5.648437500000000333e-02 1.568359375000000000e+01 1.286718750000000000e+01 8.574218749999995559e-02 -6.191406249999997780e-02 -1.707031250000000000e+00
2.083203124999999933e-01 5.263671875000000000e-01 3.398437499999999722e-02 1.380859375000000000e+01 1.211718750000000000e+01 1.919921874999999112e-01 -5.664062500000066613e-03 -5.820312500000000000e-01
3.983203124999999956e-01 7.763671875000000000e-01 5.398437500000000111e-02 1.080859375000000000e+01 1.011718750000000000e+01 -6.580078124999999556e-01 -4.556640624999999667e-01 -1.582031250000000000e+00
4.933203125000000244e-01 6.513671875000000000e-01 6.398437500000000999e-02 1.530859375000000000e+01 9.117187500000000000e+00 6.169921874999999556e-01 -6.806640625000000000e-01 -8.203125000000000000e-02
3.033203125000000222e-01 9.013671875000000000e-01 4.398437499999999917e-02 1.230859375000000000e+01 1.111718750000000000e+01 -2.330078125000000222e-01 -2.306640624999999889e-01 -1.082031250000000000e+00
2.558203125000000355e-01 7.138671875000000000e-01 5.898437500000000555e-02 1.305859375000000000e+01 9.617187500000000000e+00 -4.455078125000000444e-01 1.068359374999999778e-01 -1.832031250000000000e+00
4.458203124999999822e-01 9.638671875000000000e-01 3.898437500000000167e-02 1.005859375000000000e+01 1.161718750000000000e+01 4.044921875000000444e-01 -3.431640624999999778e-01 -8.320312500000000000e-01
3.508203125000000089e-01 5.888671875000000000e-01 4.898437500000000361e-02 1.455859375000000000e+01 1.261718750000000000e+01 -8.705078124999999778e-01 -5.681640624999999556e-01 -1.332031250000000000e+00
1.608203125000000067e-01 8.388671875000000000e-01 6.898437500000001443e-02 1.155859375000000000e+01 1.061718750000000000e+01 -2.050781250000000000e-02 -1.181640625000000000e-01 -3.320312500000000000e-01
1.489453124999999822e-01 5.732421875000000000e-01 5.273437500000000000e-02 1.287109375000000000e+01 9.492187500000000000e+00 4.576171874999999112e-01 -3.712890624999999889e-01 -7.695312500000000000e-01
3.389453124999999845e-01 8.232421875000000000e-01 3.273437499999999611e-02 1.587109375000000000e+01 1.149218750000000000e+01 -3.923828125000000666e-01 7.871093750000002220e-02 -1.769531250000000000e+00
4.339453125000000133e-01 6.982421875000000000e-01 4.273437500000000500e-02 1.137109375000000000e+01 1.249218750000000000e+01 3.261718749999986677e-02 -1.462890624999999556e-01 -2.695312500000000000e-01
2.439453125000000111e-01 9.482421875000000000e-01 6.273437500000000888e-02 1.437109375000000000e+01 1.049218750000000000e+01 -8.173828125000000000e-01 -5.962890624999999112e-01 -1.269531250000000000e+00
2.914453124999999978e-01 6.357421875000000000e-01 3.773437500000000056e-02 1.212109375000000000e+01 1.299218750000000000e+01 -6.048828125000000888e-01 -2.587890625000000000e-01 -1.519531250000000000e+00
4.814453125000000000e-01 8.857421875000000000e-01 5.773437500000000444e-02 1.512109375000000000e+01 1.099218750000000000e+01 2.451171875000000000e-01 1.912109374999999556e-01 -5.195312500000000000e-01
3.864453124999999711e-01 5.107421875000000000e-01 6.773437500000001332e-02 1.062109375000000000e+01 9.992187500000000000e+00 -1.798828125000000444e-01 -3.378906250000002220e-02 -1.019531250000000000e+00
1.964453124999999967e-01 7.607421875000000000e-01 4.773437500000000250e-02 1.362109375000000000e+01 1.199218750000000000e+01 6.701171875000000444e-01 -4.837890624999999778e-01 -1.953125000000000000e-02
1.726953125000000033e-01 7.294921875000000000e-01 6.023437500000000666e-02 1.474609375000000000e+01 1.124218750000000000e+01 5.638671874999998668e-01 -4.275390624999999556e-01 -1.144531250000000000e+00
3.626953124999999778e-01 9.794921875000000000e-01 4.023437500000000278e-02 1.174609375000000000e+01 9.242187500000000000e+00 -2.861328125000000000e-01 2.246093750000000000e-02 -1.445312500000000000e-01
4.576953125000000067e-01 6.044921875000000000e-01 3.023437499999999736e-02 1.324609375000000000e+01 1.024218750000000000e+01 1.388671875000000444e-01 -2.025390624999999778e-01 -1.644531250000000000e+00
2.676953125000000044e-01 8.544921875000000000e-01 5.023437499999999778e-02 1.024609375000000000e+01 1.224218750000000000e+01 -7.111328125000000444e-01 -6.525390624999999334e-01 -6.445312500000000000e-01
2.201953124999999900e-01 5.419921875000000000e-01 4.523437500000000028e-02 1.549609375000000000e+01 1.074218750000000000e+01 -9.236328124999999556e-01 -3.150390624999999667e-01 -3.945312500000000000e-01
4.101953125000000200e-01 7.919921875000000000e-01 6.523437500000001110e-02 1.249609375000000000e+01 1.274218750000000000e+01 -7.363281249999997780e-02 1.349609374999999334e-01 -1.394531250000000000e+00
3.151953124999999911e-01 6.669921875000000000e-01 5.523437500000000222e-02 1.399609375000000000e+01 1.174218750000000000e+01 -4.986328125000000222e-01 -9.003906250000004441e-02 -8.945312500000000000e-01
1.251953124999999889e-01 9.169921875000000000e-01 3.523437499999999833e-02 1.099609375000000000e+01 9.742187500000000000e+00 3.513671874999999556e-01 -5.400390625000000000e-01 -1.894531250000000000e+00
1.237109374999999928e-01 5.830078125000000000e-01 4.726562500000000555e-02 1.434765625000000000e+01 1.153906250000000000e+01 -2.714843750000006661e-02 -2.482421874999999889e-01 -1.699218750000000000e+00
3.137109375000000089e-01 8.330078125000000000e-01 6.726562500000000944e-02 1.134765625000000000e+01 9.539062500000000000e+00 -8.771484375000000444e-01 -6.982421875000000000e-01 -6.992187500000000000e-01
4.087109374999999822e-01 7.080078125000000000e-01 5.726562500000000056e-02 1.584765625000000000e+01 1.053906250000000000e+01 3.978515624999998668e-01 -4.732421874999999667e-01 -1.199218750000000000e+00
2.187109374999999800e-01 9.580078125000000000e-01 3.726562499999999667e-02 1.284765625000000000e+01 1.253906250000000000e+01 -4.521484375000000000e-01 -2.324218750000006661e-02 -1.992187500000000000e-01
2.662109375000000222e-01 6.455078125000000000e-01 6.226562500000000500e-02 1.359765625000000000e+01 1.003906250000000000e+01 -2.396484374999999778e-01 -1.357421875000000000e-01 -9.492187500000000000e-01
