# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s
2.046093749999999822e-01 6.880859375000000222e-01 7.173437500000000577e-01 3.421874999999999917e-02 9.489062500000000622e-01
3.946093749999999845e-01 8.130859375000000222e-01 8.973437500000001066e-01 5.421875000000000305e-02 1.048906250000000151e+00
4.896093750000000133e-01 7.505859375000000222e-01 8.073437500000000266e-01 4.421875000000000111e-02 9.989062500000001066e-01
2.996093750000000111e-01 8.755859375000000222e-01 6.273437500000000888e-01 6.421875000000000500e-02 8.989062500000000178e-01
2.521093749999999689e-01 7.193359375000000222e-01 8.523437499999999556e-01 3.921874999999999667e-02 9.739062499999999734e-01
4.421093750000000266e-01 8.443359375000000222e-01 6.723437500000000178e-01 5.921875000000000056e-02 8.739062499999999956e-01
3.471093749999999978e-01 6.568359375000000222e-01 5.823437500000000488e-01 4.921875000000000555e-02 9.239062500000000400e-01
1.571093749999999956e-01 7.818359375000000222e-01 7.623437500000000977e-01 6.921875000000000944e-02 1.023906250000000018e+00
1.452343749999999989e-01 6.646484375000000222e-01 9.085937500000000888e-01 6.046875000000000167e-02 1.017656249999999929e+00
3.352343749999999734e-01 7.896484375000000222e-01 7.285937500000000400e-01 4.046874999999999778e-02 9.176562500000000622e-01
4.302343750000000022e-01 7.271484375000000222e-01 6.385937500000000711e-01 5.046875000000000666e-02 9.676562499999999956e-01
2.402343750000000000e-01 8.521484375000000222e-01 8.185937500000000089e-01 3.046874999999999931e-02 1.067656249999999973e+00
2.877343749999999867e-01 7.583984375000000222e-01 6.835937500000000000e-01 6.546875000000000611e-02 9.426562499999999734e-01
4.777343749999999889e-01 8.833984375000000222e-01 8.635937500000000488e-01 4.546875000000000222e-02 1.042656250000000062e+00
3.827343750000000155e-01 6.958984375000000222e-01 7.735937500000000799e-01 5.546875000000000416e-02 9.926562500000000178e-01
1.927343750000000133e-01 8.208984375000000222e-01 5.935937500000000311e-01 3.546875000000000028e-02 8.926562500000000400e-01
1.689843749999999922e-01 7.427734375000000222e-01 7.960937500000000444e-01 4.796875000000000444e-02 9.051562499999999956e-01
3.589843750000000222e-01 8.677734375000000222e-01 6.160937499999999956e-01 6.796875000000000833e-02 1.005156249999999973e+00
4.539843749999999956e-01 6.802734375000000222e-01 7.060937500000000755e-01 3.796875000000000250e-02 1.055156250000000018e+00
2.639843749999999933e-01 8.052734375000000222e-01 8.860937500000000133e-01 5.796874999999999944e-02 9.551562500000000400e-01
2.164843750000000067e-01 7.115234375000000222e-01 5.710937500000000666e-01 4.296875000000000000e-02 1.030156250000000107e+00
4.064843750000000089e-01 8.365234375000000222e-01 7.510937500000000044e-01 6.296875000000000389e-02 9.301562500000000178e-01
3.114843750000000355e-01 7.740234375000000222e-01 8.410937499999999734e-01 3.296874999999999806e-02 8.801562499999999734e-01
1.214843749999999917e-01 8.990234375000000222e-01 6.610937500000000355e-01 5.296875000000000194e-02 9.801562500000000622e-01
1.222265624999999967e-01 7.745117187500000222e-01 7.855468750000000888e-01 4.132812500000000028e-02 1.036796875000000062e+00
3.122265625000000266e-01 8.995117187500000222e-01 6.055468750000000400e-01 6.132812500000000416e-02 9.367968749999999734e-01
4.072265625000000000e-01 7.120117187500000222e-01 6.955468750000000089e-01 3.132812499999999833e-02 8.867968750000000400e-01
2.172265624999999978e-01 8.370117187500000222e-01 8.755468750000000577e-01 5.132812500000000222e-02 9.867968750000000178e-01
2.647265624999999845e-01 6.807617187500000222e-01 5.605468750000000000e-01 4.632812499999999778e-02 9.117968750000000622e-01
4.547265624999999867e-01 8.057617187500000222e-01 7.405468750000000488e-01 6.632812500000001554e-02 1.011796874999999929e+00
3.597265625000000133e-01 7.432617187500000222e-01 8.305468750000000178e-01 3.632812500000000278e-02 1.061796874999999973e+00
1.697265625000000111e-01 8.682617187500000222e-01 6.505468750000000799e-01 5.632812500000000666e-02 9.617968749999999956e-01
1.934765625000000044e-01 6.963867187500000222e-01 8.980468750000000222e-01 6.882812500000000389e-02 9.242968750000000178e-01
3.834765625000000067e-01 8.213867187500000222e-01 7.180468749999999734e-01 4.882812500000000000e-02 1.024296875000000107e+00
4.784765624999999800e-01 7.588867187500000222e-01 6.280468750000000044e-01 5.882812500000000888e-02 9.742968750000000622e-01
2.884765624999999778e-01 8.838867187500000222e-01 8.080468750000000533e-01 3.882812499999999806e-02 8.742968749999999734e-01
2.409765624999999911e-01 7.276367187500000222e-01 6.730468750000000444e-01 6.382812500000001332e-02 9.992968749999999734e-01
4.309765624999999933e-01 8.526367187500000222e-01 8.530468749999999822e-01 4.382812500000000250e-02 8.992968749999999956e-01
3.359765624999999645e-01 6.651367187500000222e-01 7.630468750000000133e-01 5.382812500000000444e-02 9.492968750000000400e-01
1.459765624999999900e-01 7.901367187500000222e-01 5.830468750000000755e-01 3.382812500000000056e-02 1.049296875000000018e+00
1.578515624999999867e-01 6.573242187500000222e-01 7.292968750000000666e-01 3.507812500000000167e-02 9.930468749999999956e-01
3.478515624999999889e-01 7.823242187500000222e-01 9.092968750000000044e-01 5.507812500000000555e-02 8.930468750000000178e-01
4.428515625000000178e-01 7.198242187500000222e-01 8.192968750000000355e-01 4.507812500000000361e-02 9.430468750000000622e-01
2.528515624999999600e-01 8.448242187500000222e-01 6.392968750000000977e-01 6.507812500000001443e-02 1.043046874999999929e+00
3.003515625000000022e-01 7.510742187500000222e-01 8.642968749999999645e-01 3.007812499999999722e-02 9.680468749999999734e-01
4.903515625000000044e-01 8.760742187500000222e-01 6.842968750000000266e-01 5.007812500000000111e-02 1.068046875000000062e+00
3.953515624999999756e-01 6.885742187500000222e-01 5.942968750000000577e-01 4.007812499999999917e-02 1.018046875000000018e+00
2.053515625000000011e-01 8.135742187500000222e-01 7.742968749999999956e-01 6.007812500000000305e-02 9.180468750000000400e-01
1.816015624999999800e-01 7.354492187500000222e-01 6.167968750000000222e-01 5.257812500000000333e-02 8.805468749999999512e-01
3.716015624999999822e-01 8.604492187500000222e-01 7.967968750000000711e-01 3.257812499999999944e-02 9.805468750000000400e-01
4.666015625000000111e-01 6.729492187500000222e-01 8.867968750000000400e-01 6.257812500000001221e-02 1.030546874999999973e+00
2.766015625000000089e-01 7.979492187500000222e-01 7.067968749999999911e-01 4.257812500000000139e-02 9.305468749999999956e-01
2.291015624999999944e-01 7.041992187500000222e-01 7.517968750000000311e-01 5.757812500000000777e-02 1.055546875000000107e+00
4.191015625000000244e-01 8.291992187500000222e-01 5.717968750000000933e-01 3.757812500000000389e-02 9.555468750000000178e-01
3.241015624999999956e-01 7.666992187500000222e-01 6.617968750000000622e-01 6.757812500000000278e-02 9.055468749999999734e-01
1.341015624999999933e-01 8.916992187500000222e-01 8.417968750000000000e-01 4.757812499999999889e-02 1.005546875000000062e+00
1.400390625000000056e-01 7.081054687500000222e-01 6.336718749999999956e-01 6.445312500000000000e-02 9.461718749999999956e-01
3.300390625000000355e-01 8.331054687500000222e-01 8.136718750000000444e-01 4.445312500000000305e-02 1.046171874999999973e+00
4.250390625000000089e-01 7.706054687500000222e-01 9.036718750000000133e-01 5.445312500000000500e-02 9.961718750000000400e-01
2.350390625000000067e-01 8.956054687500000222e-01 7.236718750000000755e-01 3.445312500000000111e-02 8.961718749999999512e-01
2.825390624999999933e-01 7.393554687500000222e-01 7.686718750000000044e-01 6.945312500000000444e-02 9.711718750000000178e-01
4.725390624999999956e-01 8.643554687500000222e-01 5.886718750000000666e-01 4.945312500000000056e-02 8.711718750000000400e-01
3.775390625000000222e-01 6.768554687500000222e-01 6.786718750000000355e-01 5.945312500000000944e-02 9.211718749999999734e-01
1.875390624999999922e-01 8.018554687500000222e-01 8.586718749999999734e-01 3.945312499999999861e-02 1.021171875000000062e+00
2.112890625000000133e-01 7.549804687500000222e-01 7.011718750000000000e-01 4.695312499999999833e-02 1.058671875000000151e+00
4.012890625000000155e-01 8.799804687500000222e-01 8.811718750000000488e-01 6.695312500000000222e-02 9.586718750000000622e-01
4.962890624999999889e-01 6.924804687500000222e-01 7.911718750000000799e-01 3.695312500000000333e-02 9.086718750000000178e-01
3.062890624999999867e-01 8.174804687500000222e-01 6.111718750000000311e-01 5.695312500000000722e-02 1.008671875000000107e+00
2.587890625000000000e-01 6.612304687500000222e-01 8.361718750000000089e-01 4.195312500000000083e-02 8.836718749999999956e-01
4.487890625000000022e-01 7.862304687500000222e-01 6.561718750000000711e-01 6.195312500000000472e-02 9.836718749999999734e-01
3.537890624999999734e-01 7.237304687500000222e-01 5.661718749999999911e-01 3.195312499999999889e-02 1.033671875000000018e+00
1.637890624999999989e-01 8.487304687500000222e-01 7.461718750000000400e-01 5.195312500000000278e-02 9.336718750000000400e-01
1.519140625000000022e-01 7.159179687500000222e-01 8.699218749999999556e-01 5.820312500000000833e-02 9.024218750000000400e-01
3.419140625000000044e-01 8.409179687500000222e-01 6.899218750000000178e-01 3.820312500000000444e-02 1.002421875000000018e+00
4.369140624999999778e-01 6.534179687500000222e-01 5.999218750000000488e-01 6.820312500000000333e-02 1.052421875000000062e+00
2.469140625000000033e-01 7.784179687500000222e-01 7.799218750000000977e-01 4.820312499999999944e-02 9.524218749999999734e-01
2.944140625000000178e-01 6.846679687500000222e-01 6.449218750000000888e-01 5.320312500000000389e-02 1.027421874999999929e+00
4.844140625000000200e-01 8.096679687500000222e-01 8.249218750000000266e-01 3.320312500000000000e-02 9.274218750000000622e-01
3.894140624999999911e-01 7.471679687500000222e-01 7.349218750000000577e-01 6.320312499999999889e-02 8.774218750000000178e-01
1.994140624999999889e-01 8.721679687500000222e-01 5.549218750000000089e-01 4.320312500000000194e-02 9.774218749999999956e-01
1.756640624999999956e-01 6.690429687500000222e-01 8.024218750000000622e-01 3.070312499999999778e-02 1.014921874999999973e+00
3.656640624999999978e-01 7.940429687500000222e-01 6.224218750000000133e-01 5.070312500000000167e-02 9.149218749999999956e-01
4.606640625000000266e-01 7.315429687500000222e-01 7.124218749999999822e-01 4.070312499999999972e-02 9.649218750000000400e-01
2.706640624999999689e-01 8.565429687500000222e-01 8.924218750000000311e-01 6.070312500000000361e-02 1.064921875000000018e+00
2.231640624999999822e-01 7.627929687500000222e-01 5.774218750000000844e-01 3.570312500000000222e-02 9.399218750000000178e-01
4.131640624999999845e-01 8.877929687500000222e-01 7.574218750000000222e-01 5.570312500000000611e-02 1.039921875000000107e+00
3.181640625000000111e-01 7.002929687500000222e-01 8.474218749999999911e-01 4.570312499999999722e-02 9.899218750000000622e-01
1.281640625000000089e-01 8.252929687500000222e-01 6.674218750000000533e-01 6.570312500000000111e-02 8.899218749999999734e-01
1.311328125000000011e-01 6.749023437500000222e-01 8.502343750000000977e-01 5.101562500000000194e-02 1.047734375000000107e+00
3.211328125000000311e-01 7.999023437500000222e-01 6.702343750000000488e-01 3.101562499999999806e-02 9.477343750000000178e-01
4.161328125000000044e-01 7.374023437500000222e-01 5.802343750000000799e-01 6.101562500000000389e-02 8.977343749999999734e-01
2.261328125000000022e-01 8.624023437500000222e-01 7.602343750000000178e-01 4.101562500000000000e-02 9.977343750000000622e-01
2.736328124999999889e-01 7.686523437500000222e-01 7.152343750000000888e-01 5.601562499999999944e-02 8.727343749999999512e-01
4.636328124999999911e-01 8.936523437500000222e-01 8.952343750000000266e-01 3.601562500000000250e-02 9.727343750000000400e-01
3.686328125000000178e-01 7.061523437500000222e-01 8.052343750000000577e-01 6.601562500000000833e-02 1.022734374999999973e+00
1.786328124999999878e-01 8.311523437500000222e-01 6.252343750000000089e-01 4.601562500000000444e-02 9.227343749999999956e-01
2.023828125000000089e-01 7.217773437500000222e-01 7.377343750000000533e-01 3.851562499999999778e-02 9.602343749999999734e-01
3.923828125000000111e-01 8.467773437500000222e-01 5.577343750000000044e-01 5.851562500000000167e-02 1.060234375000000062e+00
4.873828124999999845e-01 6.592773437500000222e-01 6.477343750000000844e-01 4.851562500000000666e-02 1.010234375000000018e+00
2.973828124999999822e-01 7.842773437500000222e-01 8.277343750000000222e-01 6.851562499999999667e-02 9.102343750000000400e-01
2.498828124999999956e-01 6.905273437500000222e-01 6.027343750000000444e-01 3.351562500000000028e-02 9.852343749999999956e-01
4.398828124999999978e-01 8.155273437500000222e-01 7.827343749999999822e-01 5.351562500000000416e-02 8.852343750000000178e-01
3.448828124999999689e-01 7.530273437500000222e-01 8.727343750000000622e-01 4.351562500000000222e-02 9.352343750000000622e-01
1.548828124999999944e-01 8.780273437500000222e-01 6.927343750000000133e-01 6.351562500000000611e-02 1.035234374999999929e+00
1.667578124999999911e-01 7.452148437500000222e-01 5.689843750000000977e-01 6.726562500000000944e-02 1.003984374999999929e+00
3.567578124999999933e-01 8.702148437500000222e-01 7.489843750000000355e-01 4.726562500000000555e-02 9.039843750000000622e-01
4.517578125000000222e-01 6.827148437500000222e-01 8.389843750000001155e-01 5.726562500000000056e-02 9.539843749999999956e-01
2.617578124999999645e-01 8.077148437500000222e-01 6.589843750000000666e-01 3.726562499999999667e-02 1.053984374999999973e+00
3.092578125000000067e-01 6.514648437500000222e-01 7.939843750000000755e-01 6.226562500000000500e-02 9.289843749999999734e-01
4.992578125000000089e-01 7.764648437500000222e-01 6.139843750000000266e-01 4.226562500000000111e-02 1.028984375000000062e+00
4.042578124999999800e-01 7.139648437500000222e-01 7.039843750000001066e-01 5.226562500000000305e-02 9.789843750000000178e-01
2.142578124999999778e-01 8.389648437500000222e-01 8.839843750000000444e-01 3.226562499999999917e-02 8.789843750000000400e-01
1.905078124999999845e-01 6.983398437500000222e-01 6.814843750000000311e-01 4.476562500000000333e-02 9.164843750000000178e-01
3.805078124999999867e-01 8.233398437500000222e-01 8.614843750000000799e-01 6.476562500000000722e-02 1.016484375000000107e+00
4.755078125000000155e-01 7.608398437500000222e-01 7.714843750000000000e-01 3.476562500000000139e-02 1.066484375000000151e+00
2.855078125000000133e-01 8.858398437500000222e-01 5.914843750000000622e-01 5.476562500000000527e-02 9.664843750000000622e-01
2.380078124999999989e-01 7.295898437500000222e-01 9.064843750000000089e-01 4.976562500000000777e-02 1.041484375000000018e+00
4.280078124999999734e-01 8.545898437500000222e-01 7.264843750000000711e-01 6.976562499999999778e-02 9.414843750000000400e-01
3.330078125000000000e-01 6.670898437500000222e-01 6.364843749999999911e-01 3.976562499999999889e-02 8.914843749999999956e-01
1.430078124999999978e-01 7.920898437500000222e-01 8.164843750000000400e-01 5.976562500000000278e-02 9.914843750000000844e-01
1.370703124999999856e-01 7.413085937500000222e-01 6.533593750000000755e-01 3.289062499999999972e-02 9.383593749999999956e-01
3.270703124999999600e-01 8.663085937500000222e-01 8.333593750000000133e-01 5.289062500000000361e-02 1.038359374999999973e+00
4.220703124999999889e-01 6.788085937500000222e-01 7.433593750000000444e-01 4.289062500000000167e-02 9.883593750000000400e-01
2.320703124999999867e-01 8.038085937500000222e-01 5.633593749999999956e-01 6.289062500000000555e-02 8.883593749999999512e-01
2.795703124999999734e-01 7.100585937500000222e-01 8.783593750000000533e-01 3.789062499999999722e-02 1.013359375000000062e+00
4.695703124999999756e-01 8.350585937500000222e-01 6.983593750000000044e-01 5.789062500000000111e-02 9.133593749999999734e-01
3.745703125000000022e-01 7.725585937500000222e-01 6.083593750000000355e-01 4.789062500000000611e-02 9.633593750000000178e-01
1.845703125000000000e-01 8.975585937500000222e-01 7.883593749999999734e-01 6.789062500000000999e-02 1.063359375000000107e+00
2.083203124999999933e-01 6.631835937500000222e-01 5.858593750000000711e-01 5.539062499999999889e-02 1.025859375000000018e+00
3.983203124999999956e-01 7.881835937500000222e-01 7.658593750000000089e-01 3.539062500000000194e-02 9.258593750000000400e-01
4.933203125000000244e-01 7.256835937500000222e-01 8.558593750000000888e-01 6.539062500000000777e-02 8.758593749999999956e-01
3.033203125000000222e-01 8.506835937500000222e-01 6.758593750000000400e-01 4.539062500000000389e-02 9.758593749999999734e-01
2.558203125000000355e-01 7.569335937500000222e-01 8.108593750000000488e-01 5.039062500000000139e-02 9.008593750000000178e-01
4.458203124999999822e-01 8.819335937500000222e-01 6.308593750000000000e-01 3.039062499999999750e-02 1.000859375000000107e+00
3.508203125000000089e-01 6.944335937500000222e-01 7.208593750000000799e-01 6.039062500000000333e-02 1.050859375000000151e+00
1.608203125000000067e-01 8.194335937500000222e-01 9.008593750000000178e-01 4.039062499999999944e-02 9.508593750000000622e-01
1.489453124999999822e-01 6.866210937500000222e-01 7.546093750000000266e-01 4.914062500000000722e-02 8.946093750000000400e-01
3.389453124999999845e-01 8.116210937500000222e-01 5.746093750000000888e-01 6.914062500000001110e-02 9.946093750000000178e-01
4.339453125000000133e-01 7.491210937500000222e-01 6.646093750000000577e-01 3.914062499999999833e-02 1.044609375000000062e+00
2.439453125000000111e-01 8.741210937500000222e-01 8.446093750000001066e-01 5.914062500000000222e-02 9.446093749999999734e-01
2.914453124999999978e-01 7.178710937500000222e-01 6.196093750000000178e-01 4.414062500000000278e-02 1.069609374999999973e+00
4.814453125000000000e-01 8.428710937500000222e-01 7.996093750000000666e-01 6.414062500000000666e-02 9.696093749999999956e-01
3.864453124999999711e-01 6.553710937500000222e-01 8.896093750000000355e-01 3.414062500000000083e-02 9.196093750000000622e-01
1.964453124999999967e-01 7.803710937500000222e-01 7.096093750000000977e-01 5.414062500000000472e-02 1.019609374999999929e+00
1.726953125000000033e-01 7.647460937500000222e-01 8.221093750000000311e-01 6.164062500000000444e-02 9.821093750000000622e-01
3.626953124999999778e-01 8.897460937500000222e-01 6.421093749999999822e-01 4.164062500000000056e-02 8.821093749999999734e-01
4.576953125000000067e-01 7.022460937500000222e-01 5.521093750000000133e-01 5.164062500000000250e-02 9.321093750000000178e-01
2.676953125000000044e-01 8.272460937500000222e-01 7.321093750000000622e-01 3.164062499999999861e-02 1.032109375000000107e+00
2.201953124999999900e-01 6.709960937500000222e-01 6.871093750000000222e-01 6.664062500000000888e-02 9.571093750000000400e-01
4.101953125000000200e-01 7.959960937500000222e-01 8.671093750000000711e-01 4.664062500000000500e-02 1.057109375000000018e+00
3.151953124999999911e-01 7.334960937500000222e-01 7.771093749999999911e-01 5.664062500000000000e-02 1.007109374999999973e+00
1.251953124999999889e-01 8.584960937500000222e-01 5.971093750000000533e-01 3.664062500000000305e-02 9.071093749999999956e-01
1.237109374999999928e-01 6.915039062500000222e-01 7.053906250000000488e-01 5.898437500000000555e-02 9.969531250000001066e-01
3.137109375000000089e-01 8.165039062500000222e-01 8.853906250000000977e-01 3.898437500000000167e-02 8.969531250000000178e-01
4.087109374999999822e-01 7.540039062500000222e-01 7.953906250000000178e-01 6.898437500000001443e-02 9.469531250000000622e-01
2.187109374999999800e-01 8.790039062500000222e-01 6.153906250000000799e-01 4.898437500000000361e-02 1.046953125000000151e+00
2.662109375000000222e-01 7.227539062500000222e-01 8.403906250000000577e-01 5.398437500000000111e-02 9.219531250000000400e-01
4.562109375000000244e-01 8.477539062500000222e-01 6.603906250000000089e-01 3.398437499999999722e-02 1.021953125000000018e+00
3.612109374999999956e-01 6.602539062500000222e-01 5.703906250000000400e-01 6.398437500000000999e-02 9.719531249999999734e-01
1.712109374999999933e-01 7.852539062500000222e-01 7.503906250000000888e-01 4.398437499999999917e-02 8.719531249999999956e-01
1.949609374999999867e-01 7.696289062500000222e-01 6.378906250000000444e-01 3.148437500000000194e-02 9.094531249999999734e-01
3.849609374999999889e-01 8.946289062500000222e-01 8.178906249999999822e-01 5.148437499999999889e-02 1.009453125000000062e+00
4.799609375000000178e-01 7.071289062500000222e-01 9.078906250000000622e-01 4.148437500000000389e-02 1.059453125000000107e+00
2.899609374999999600e-01 8.321289062500000222e-01 7.278906250000000133e-01 6.148437500000000777e-02 9.594531250000000178e-01
2.424609375000000011e-01 6.758789062500000222e-01 7.728906250000000533e-01 3.648437499999999944e-02 1.034453124999999973e+00
4.324609374999999756e-01 8.008789062500000222e-01 5.928906250000000044e-01 5.648437500000000333e-02 9.344531249999999956e-01
3.374609375000000022e-01 7.383789062500000222e-01 6.828906249999999734e-01 4.648437500000000139e-02 8.844531249999999512e-01
1.474609375000000000e-01 8.633789062500000222e-01 8.628906250000000222e-01 6.648437500000001221e-02 9.844531250000000400e-01
1.593359374999999967e-01 7.305664062500000222e-01 8.066406250000000000e-01 6.273437500000000888e-02 1.053203125000000018e+00
3.493359375000000266e-01 8.555664062500000222e-01 6.266406250000000622e-01 4.273437500000000500e-02 9.532031250000000400e-01
4.443359375000000000e-01 6.680664062500000222e-01 7.166406250000000311e-01 5.273437500000000000e-02 9.032031249999999956e-01
2.543359374999999978e-01 7.930664062500000222e-01 8.966406250000000799e-01 3.273437499999999611e-02 1.003203124999999973e+00
3.018359374999999845e-01 6.993164062500000222e-01 5.816406250000000222e-01 6.773437500000001332e-02 8.782031249999999734e-01
4.918359374999999867e-01 8.243164062500000222e-01 7.616406250000000711e-01 4.773437500000000250e-02 9.782031250000000622e-01
3.968359375000000133e-01 7.618164062500000222e-01 8.516406250000000400e-01 5.773437500000000444e-02 1.028203125000000107e+00
2.068359375000000111e-01 8.868164062500000222e-01 6.716406249999999911e-01 3.773437500000000056e-02 9.282031250000000178e-01
1.830859374999999900e-01 6.524414062500000222e-01 8.741406250000001155e-01 4.523437500000000028e-02 9.657031249999999956e-01
3.730859375000000200e-01 7.774414062500000222e-01 6.941406250000000666e-01 6.523437500000001110e-02 1.065703124999999973e+00
4.680859374999999933e-01 7.149414062500000222e-01 6.041406250000000977e-01 3.523437499999999833e-02 1.015703124999999929e+00
2.780859374999999911e-01 8.399414062500000222e-01 7.841406250000000355e-01 5.523437500000000222e-02 9.157031250000000622e-01
2.305859375000000044e-01 7.461914062500000222e-01 6.491406250000000266e-01 4.023437500000000278e-02 9.907031250000000178e-01
4.205859375000000067e-01 8.711914062500000222e-01 8.291406249999999645e-01 6.023437500000000666e-02 8.907031250000000400e-01
3.255859374999999778e-01 6.836914062500000222e-01 7.391406250000001066e-01 3.023437499999999736e-02 9.407031249999999734e-01
1.355859375000000033e-01 8.086914062500000222e-01 5.591406250000000577e-01 5.023437499999999778e-02 1.040703125000000062e+00
1.415234374999999878e-01 7.579101562500000222e-01 8.910156250000000888e-01 3.710937500000000000e-02 8.875781249999999956e-01
3.315234375000000178e-01 8.829101562500000222e-01 7.110156250000000400e-01 5.710937500000000389e-02 9.875781249999999734e-01
4.265234374999999911e-01 6.954101562500000222e-01 6.210156250000000711e-01 4.710937500000000194e-02 1.037578125000000018e+00
2.365234374999999889e-01 8.204101562500000222e-01 8.010156250000000089e-01 6.710937499999999889e-02 9.375781250000000400e-01
2.840234375000000311e-01 6.641601562500000222e-01 6.660156250000000000e-01 3.210937500000000250e-02 1.062578125000000151e+00
4.740234374999999778e-01 7.891601562500000222e-01 8.460156250000000488e-01 5.210937499999999944e-02 9.625781250000000622e-01
3.790234375000000044e-01 7.266601562500000222e-01 7.560156250000000799e-01 4.210937500000000444e-02 9.125781250000000178e-01
1.890234375000000022e-01 8.516601562500000222e-01 5.760156250000000311e-01 6.210937500000000833e-02 1.012578125000000107e+00
2.127734374999999956e-01 7.110351562500000222e-01 7.785156250000000444e-01 5.460937500000000167e-02 9.750781250000000178e-01
4.027734374999999978e-01 8.360351562500000222e-01 5.985156249999999956e-01 3.460937499999999778e-02 8.750781250000000400e-01
4.977734375000000266e-01 7.735351562500000222e-01 6.885156250000000755e-01 6.460937499999999667e-02 9.250781249999999734e-01
3.077734374999999689e-01 8.985351562500000222e-01 8.685156250000000133e-01 4.460937499999999972e-02 1.025078125000000062e+00
2.602734374999999822e-01 7.422851562500000222e-01 5.535156250000000666e-01 5.960937500000000611e-02 9.500781249999999956e-01
4.502734374999999845e-01 8.672851562500000222e-01 7.335156250000000044e-01 3.960937500000000222e-02 1.050078124999999973e+00
3.552734375000000111e-01 6.797851562500000222e-01 8.235156249999999734e-01 6.960937500000000111e-02 1.000078124999999929e+00
1.652734375000000089e-01 8.047851562500000222e-01 6.435156250000000355e-01 4.960937500000000416e-02 9.000781250000000622e-01
1.533984374999999845e-01 6.719726562500000222e-01 6.097656250000000888e-01 4.085937500000000333e-02 9.438281250000000178e-01
3.433984374999999867e-01 7.969726562500000222e-01 7.897656250000000266e-01 6.085937500000000722e-02 1.043828125000000107e+00
4.383984375000000155e-01 7.344726562500000222e-01 8.797656250000001066e-01 3.085937499999999792e-02 9.938281250000000622e-01
2.483984374999999856e-01 8.594726562500000222e-01 6.997656250000000577e-01 5.085937499999999833e-02 8.938281249999999734e-01
2.958984375000000000e-01 7.657226562500000222e-01 7.447656250000000977e-01 4.585937500000000083e-02 1.018828124999999973e+00
4.858984375000000022e-01 8.907226562500000222e-01 5.647656250000000488e-01 6.585937499999999778e-02 9.188281249999999956e-01
3.908984374999999734e-01 7.032226562500000222e-01 6.547656250000000178e-01 3.585937499999999889e-02 9.688281250000000400e-01
2.008984374999999989e-01 8.282226562500000222e-01 8.347656249999999556e-01 5.585937500000000278e-02 1.068828125000000018e+00
1.771484375000000056e-01 7.188476562500000222e-01 7.222656250000000222e-01 6.835937500000000000e-02 1.031328124999999929e+00
3.671484375000000355e-01 8.438476562500000222e-01 9.022656250000000711e-01 4.835937500000000305e-02 9.313281250000000622e-01
4.621484375000000089e-01 6.563476562500000222e-01 8.122656249999999911e-01 5.835937500000000500e-02 8.813281250000000178e-01
2.721484375000000067e-01 7.813476562500000222e-01 6.322656250000000533e-01 3.835937500000000111e-02 9.813281249999999956e-01
2.246484374999999922e-01 6.875976562500000222e-01 8.572656250000000311e-01 6.335937499999999556e-02 9.063281250000000400e-01
4.146484375000000222e-01 8.125976562500000222e-01 6.772656249999999822e-01 4.335937500000000555e-02 1.006328125000000018e+00
3.196484374999999933e-01 7.500976562500000222e-01 5.872656250000000133e-01 5.335937500000000056e-02 1.056328125000000062e+00
1.296484374999999911e-01 8.750976562500000222e-01 7.672656250000000622e-01 3.335937499999999667e-02 9.563281249999999734e-01
1.266796874999999989e-01 7.247070312500000222e-01 5.900781250000000089e-01 4.867187500000000333e-02 9.860156250000000622e-01
3.166796874999999734e-01 8.497070312500000222e-01 7.700781250000000577e-01 6.867187500000000722e-02 8.860156249999999734e-01
4.116796875000000022e-01 6.622070312500000222e-01 8.600781250000000266e-01 3.867187500000000139e-02 9.360156250000000178e-01
2.216796875000000000e-01 7.872070312500000222e-01 6.800781250000000888e-01 5.867187500000000527e-02 1.036015625000000107e+00
2.691796874999999867e-01 6.934570312500000222e-01 8.150781250000000977e-01 4.367187499999999889e-02 9.610156250000000400e-01
4.591796874999999889e-01 8.184570312500000222e-01 6.350781250000000488e-01 6.367187500000000278e-02 1.061015625000000018e+00
3.641796874999999600e-01 7.559570312500000222e-01 7.250781250000000178e-01 3.367187499999999695e-02 1.011015624999999973e+00
1.741796875000000133e-01 8.809570312500000222e-01 9.050781249999999556e-01 5.367187500000000777e-02 9.110156249999999956e-01
1.979296875000000067e-01 6.778320312500000222e-01 6.575781250000000133e-01 6.117187500000000056e-02 8.735156250000000178e-01
3.879296875000000089e-01 8.028320312500000222e-01 8.375781250000000622e-01 4.117187500000000361e-02 9.735156249999999956e-01
4.829296874999999822e-01 7.403320312500000222e-01 7.475781249999999822e-01 5.117187500000000555e-02 1.023515624999999929e+00
2.929296875000000355e-01 8.653320312500000222e-01 5.675781250000000444e-01 3.117187499999999820e-02 9.235156250000000622e-01
2.454296874999999933e-01 7.715820312500000222e-01 8.825781249999999911e-01 6.617187500000000500e-02 1.048515625000000062e+00
4.354296874999999956e-01 8.965820312500000222e-01 7.025781250000000533e-01 4.617187500000000111e-02 9.485156249999999734e-01
3.404296875000000222e-01 7.090820312500000222e-01 6.125781250000000844e-01 5.617187500000000305e-02 8.985156250000000400e-01
1.504296874999999922e-01 8.340820312500000222e-01 7.925781250000000222e-01 3.617187499999999917e-02 9.985156250000000178e-01
