# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s
2.354101562500000022e-01 7.078613281250000222e-01 8.421484375000000133e-01 6.527343750000000333e-02 9.920703124999999956e-01
4.254101562500000044e-01 8.328613281250000222e-01 6.621484375000000755e-01 4.527343749999999944e-02 8.920703125000000178e-01
3.304101562500000311e-01 7.703613281250000222e-01 5.721484374999999956e-01 5.527343750000000833e-02 9.420703125000000622e-01
1.404101562500000011e-01 8.953613281250000222e-01 7.521484375000000444e-01 3.527343749999999750e-02 1.042070312499999929e+00
1.344726562499999889e-01 7.039550781250000222e-01 7.240234375000000888e-01 5.214843750000000555e-02 8.826953124999999956e-01
3.244726562499999911e-01 8.289550781250000222e-01 9.040234375000000266e-01 3.214843750000000167e-02 9.826953124999999734e-01
4.194726562500000200e-01 7.664550781250000222e-01 8.140234375000000577e-01 6.214843750000000749e-02 1.032695312500000018e+00
2.294726562499999900e-01 8.914550781250000222e-01 6.340234375000000089e-01 4.214843750000000361e-02 9.326953125000000400e-01
2.769726562500000044e-01 7.352050781250000222e-01 8.590234375000000977e-01 5.714843750000000305e-02 1.057695312500000151e+00
4.669726562500000067e-01 8.602050781250000222e-01 6.790234375000000488e-01 3.714843749999999917e-02 9.576953125000000622e-01
3.719726562499999778e-01 6.727050781250000222e-01 5.890234375000000799e-01 6.714843750000000500e-02 9.076953125000000178e-01
1.819726562500000033e-01 7.977050781250000222e-01 7.690234375000000178e-01 4.714843750000000111e-02 1.007695312500000107e+00
2.057226562499999967e-01 7.508300781250000222e-01 6.115234375000000444e-01 3.964843750000000139e-02 9.701953125000000178e-01
3.957226562499999711e-01 8.758300781250000222e-01 7.915234374999999822e-01 5.964843750000000527e-02 8.701953125000000400e-01
4.907226562500000000e-01 6.883300781250000222e-01 8.815234375000000622e-01 4.964843750000000333e-02 9.201953124999999734e-01
3.007226562499999978e-01 8.133300781250000222e-01 7.015234375000000133e-01 6.964843750000000722e-02 1.020195312500000062e+00
2.532226562499999556e-01 6.570800781250000222e-01 7.465234375000000533e-01 3.464843749999999695e-02 9.451953124999999956e-01
4.432226562500000133e-01 7.820800781250000222e-01 5.665234375000000044e-01 5.464843750000000777e-02 1.045195312499999973e+00
3.482226562499999845e-01 7.195800781250000222e-01 6.565234375000000844e-01 4.464843749999999889e-02 9.951953125000000400e-01
1.582226562499999822e-01 8.445800781250000222e-01 8.365234375000000222e-01 6.464843750000000278e-02 8.951953124999999512e-01
1.463476562499999856e-01 7.273925781250000222e-01 7.802734375000000000e-01 6.589843750000000389e-02 9.389453125000000178e-01
3.363476562499999600e-01 8.523925781250000222e-01 6.002734375000000622e-01 4.589843750000000000e-02 1.038945312500000107e+00
4.313476562499999889e-01 6.648925781250000222e-01 6.902734375000000311e-01 5.589843750000000888e-02 9.889453125000000622e-01
2.413476562499999867e-01 7.898925781250000222e-01 8.702734375000000799e-01 3.589843749999999806e-02 8.889453124999999734e-01
2.888476562499999734e-01 6.961425781250000222e-01 5.552734375000000222e-01 6.089843750000000638e-02 1.013945312499999973e+00
4.788476562499999756e-01 8.211425781250000222e-01 7.352734375000000711e-01 4.089843750000000250e-02 9.139453124999999956e-01
3.838476562500000022e-01 7.586425781250000222e-01 8.252734375000000400e-01 5.089843750000000444e-02 9.639453125000000400e-01
1.938476562500000000e-01 8.836425781250000222e-01 6.452734374999999911e-01 3.089843750000000056e-02 1.063945312500000018e+00
1.700976562500000067e-01 6.805175781250000222e-01 8.927734375000000444e-01 4.339843749999999778e-02 1.026445312499999929e+00
3.600976562500000089e-01 8.055175781250000222e-01 7.127734375000001066e-01 6.339843750000001554e-02 9.264453125000000622e-01
4.550976562499999822e-01 7.430175781250000222e-01 6.227734375000000266e-01 3.339843750000000278e-02 8.764453125000000178e-01
2.650976562500000355e-01 8.680175781250000222e-01 8.027734374999999645e-01 5.339843750000000666e-02 9.764453124999999956e-01
2.175976562499999933e-01 7.742675781250000222e-01 6.677734375000000666e-01 4.839843750000000222e-02 9.014453125000000400e-01
4.075976562499999956e-01 8.992675781250000222e-01 8.477734375000001155e-01 6.839843750000000611e-02 1.001445312500000018e+00
3.125976562500000222e-01 7.117675781250000222e-01 7.577734375000000355e-01 3.839843750000000028e-02 1.051445312500000062e+00
1.225976562499999922e-01 8.367675781250000222e-01 5.777734375000000977e-01 5.839843750000000416e-02 9.514453124999999734e-01
1.218554687500000011e-01 7.122558593750000222e-01 9.033203125000000000e-01 4.722656249999999944e-02 9.080859374999999956e-01
3.118554687500000311e-01 8.372558593750000222e-01 7.233203125000000622e-01 6.722656250000000333e-02 1.008085937499999973e+00
4.068554687500000044e-01 7.747558593750000222e-01 6.333203124999999822e-01 3.722656249999999750e-02 1.058085937500000018e+00
2.168554687500000022e-01 8.997558593750000222e-01 8.133203125000000311e-01 5.722656250000000833e-02 9.580859375000000400e-01
2.643554687499999889e-01 7.435058593750000222e-01 6.783203125000000222e-01 4.222656250000000194e-02 1.033085937500000107e+00
4.543554687499999911e-01 8.685058593750000222e-01 8.583203125000000711e-01 6.222656250000000583e-02 9.330859375000000178e-01
3.593554687500000178e-01 6.810058593750000222e-01 7.683203124999999911e-01 3.222656250000000000e-02 8.830859374999999734e-01
1.693554687499999878e-01 8.060058593750000222e-01 5.883203125000000533e-01 5.222656250000000389e-02 9.830859375000000622e-01
1.931054687500000089e-01 7.591308593750000222e-01 7.908203125000000666e-01 6.472656250000000111e-02 9.955859375000000178e-01
3.831054687500000111e-01 8.841308593750000222e-01 6.108203125000000178e-01 4.472656250000000416e-02 8.955859375000000400e-01
4.781054687499999845e-01 6.966308593750000222e-01 7.008203125000000977e-01 5.472656250000000611e-02 9.455859374999999734e-01
2.881054687499999822e-01 8.216308593750000222e-01 8.808203125000000355e-01 3.472656250000000222e-02 1.045585937500000062e+00
2.406054687499999956e-01 6.653808593750000222e-01 5.658203125000000888e-01 6.972656250000000555e-02 9.205859375000000622e-01
4.306054687499999978e-01 7.903808593750000222e-01 7.458203125000000266e-01 4.972656250000000167e-02 1.020585937499999929e+00
3.356054687499999689e-01 7.278808593750000222e-01 8.358203125000001066e-01 5.972656250000000361e-02 9.705859374999999956e-01
1.456054687499999944e-01 8.528808593750000222e-01 6.558203125000000577e-01 3.972656249999999972e-02 8.705859375000000178e-01
1.574804687499999911e-01 7.200683593750000222e-01 5.995703125000000355e-01 3.097656249999999889e-02 9.643359375000000178e-01
3.474804687499999933e-01 8.450683593750000222e-01 7.795703124999999734e-01 5.097656250000000278e-02 1.064335937500000107e+00
4.424804687500000222e-01 6.575683593750000222e-01 8.695703125000000533e-01 4.097656250000000083e-02 1.014335937500000062e+00
2.524804687499999645e-01 7.825683593750000222e-01 6.895703125000000044e-01 6.097656250000000472e-02 9.143359374999999734e-01
2.999804687500000067e-01 6.888183593750000222e-01 7.345703125000000444e-01 3.597656250000000333e-02 9.893359375000000400e-01
4.899804687500000089e-01 8.138183593750000222e-01 5.545703124999999956e-01 5.597656250000000722e-02 8.893359374999999512e-01
3.949804687499999800e-01 7.513183593750000222e-01 6.445703125000000755e-01 4.597656249999999833e-02 9.393359374999999956e-01
2.049804687499999778e-01 8.763183593750000222e-01 8.245703125000000133e-01 6.597656250000000222e-02 1.039335937499999973e+00
1.812304687499999845e-01 6.731933593750000222e-01 7.120703125000000799e-01 5.847656250000000944e-02 1.051835937500000151e+00
3.712304687499999867e-01 7.981933593750000222e-01 8.920703125000000178e-01 3.847656249999999861e-02 9.518359375000000622e-01
4.662304687500000155e-01 7.356933593750000222e-01 8.020703125000000488e-01 6.847656250000000444e-02 9.018359375000000178e-01
2.762304687500000133e-01 8.606933593750000222e-01 6.220703125000000000e-01 4.847656250000000056e-02 1.001835937500000107e+00
2.287304687499999989e-01 7.669433593750000222e-01 8.470703125000000888e-01 5.347656250000000500e-02 8.768359374999999956e-01
4.187304687499999734e-01 8.919433593750000222e-01 6.670703125000000400e-01 3.347656250000000111e-02 9.768359374999999734e-01
3.237304687500000000e-01 7.044433593750000222e-01 5.770703125000000711e-01 6.347656250000000000e-02 1.026835937500000018e+00
1.337304687499999978e-01 8.294433593750000222e-01 7.570703125000000089e-01 4.347656250000000305e-02 9.268359375000000400e-01
1.396679687499999822e-01 7.708496093750000222e-01 6.951953125000001066e-01 6.910156250000000500e-02 9.737109375000000400e-01
3.296679687499999845e-01 8.958496093750000222e-01 8.751953125000000444e-01 4.910156250000000111e-02 8.737109374999999512e-01
4.246679687500000133e-01 7.083496093750000222e-01 7.851953125000000755e-01 5.910156250000000305e-02 9.237109374999999956e-01
2.346679687500000111e-01 8.333496093750000222e-01 6.051953125000000266e-01 3.910156249999999917e-02 1.023710937499999973e+00
2.821679687499999978e-01 6.770996093750000222e-01 8.301953125000001155e-01 6.410156250000001443e-02 9.487109375000000178e-01
4.721679687500000000e-01 8.020996093750000222e-01 6.501953125000000666e-01 4.410156250000000361e-02 1.048710937500000107e+00
3.771679687499999711e-01 7.395996093750000222e-01 5.601953125000000977e-01 5.410156250000000555e-02 9.987109375000000622e-01
1.871679687499999967e-01 8.645996093750000222e-01 7.401953125000000355e-01 3.410156250000000167e-02 8.987109374999999734e-01
2.109179687499999900e-01 6.927246093750000222e-01 6.276953124999999911e-01 4.160156250000000139e-02 8.862109375000000178e-01
4.009179687500000200e-01 8.177246093750000222e-01 8.076953125000000400e-01 6.160156250000000527e-02 9.862109374999999956e-01
4.959179687499999933e-01 7.552246093750000222e-01 8.976953125000000089e-01 3.160156249999999944e-02 1.036210937499999929e+00
3.059179687499999911e-01 8.802246093750000222e-01 7.176953125000000711e-01 5.160156250000000333e-02 9.362109375000000622e-01
2.584179687500000044e-01 7.239746093750000222e-01 7.626953125000000000e-01 4.660156249999999889e-02 1.061210937500000062e+00
4.484179687500000067e-01 8.489746093750000222e-01 5.826953125000000622e-01 6.660156250000000278e-02 9.612109374999999734e-01
3.534179687499999778e-01 6.614746093750000222e-01 6.726953125000000311e-01 3.660156250000000389e-02 9.112109375000000400e-01
1.634179687500000033e-01 7.864746093750000222e-01 8.526953125000000799e-01 5.660156250000000777e-02 1.011210937500000018e+00
1.515429687500000067e-01 6.536621093750000222e-01 8.189453125000000222e-01 5.285156250000000444e-02 1.029960937500000062e+00
3.415429687500000089e-01 7.786621093750000222e-01 6.389453125000000844e-01 3.285156250000000056e-02 9.299609374999999734e-01
4.365429687499999822e-01 7.161621093750000222e-01 7.289453125000000533e-01 6.285156250000001332e-02 8.799609375000000400e-01
2.465429687500000078e-01 8.411621093750000222e-01 9.089453124999999911e-01 4.285156250000000250e-02 9.799609375000000178e-01
2.940429687500000222e-01 7.474121093750000222e-01 5.939453125000000444e-01 5.785156250000000888e-02 9.049609375000000622e-01
4.840429687500000244e-01 8.724121093750000222e-01 7.739453124999999822e-01 3.785156249999999806e-02 1.004960937499999929e+00
3.890429687499999956e-01 6.849121093750000222e-01 8.639453125000000622e-01 6.785156250000000389e-02 1.054960937499999973e+00
1.990429687499999933e-01 8.099121093750000222e-01 6.839453125000000133e-01 4.785156250000000000e-02 9.549609374999999956e-01
1.752929687500000000e-01 7.317871093750000222e-01 8.864453125000000266e-01 3.535156250000000278e-02 9.424609375000000400e-01
3.652929687500000022e-01 8.567871093750000222e-01 7.064453125000000888e-01 5.535156250000000666e-02 1.042460937500000018e+00
4.602929687499999756e-01 6.692871093750000222e-01 6.164453125000000089e-01 4.535156249999999778e-02 9.924609375000000844e-01
2.702929687499999734e-01 7.942871093750000222e-01 7.964453125000000577e-01 6.535156250000001554e-02 8.924609374999999956e-01
2.227929687499999867e-01 7.005371093750000222e-01 6.614453125000000488e-01 3.035156249999999833e-02 1.017460937500000107e+00
4.127929687499999889e-01 8.255371093750000222e-01 8.414453125000000977e-01 5.035156250000000222e-02 9.174609375000000178e-01
3.177929687499999600e-01 7.630371093750000222e-01 7.514453125000000178e-01 4.035156250000000028e-02 9.674609375000000622e-01
1.277929687499999856e-01 8.880371093750000222e-01 5.714453125000000799e-01 6.035156250000000416e-02 1.067460937500000151e+00
1.307617187500000056e-01 7.376464843750000222e-01 7.430078125000000311e-01 5.503906249999999944e-02 8.752734374999999734e-01
3.207617187500000355e-01 8.626464843750000222e-01 5.630078125000000933e-01 3.503906250000000250e-02 9.752734375000000622e-01
4.157617187500000089e-01 6.751464843750000222e-01 6.530078125000000622e-01 6.503906250000000833e-02 1.025273437500000107e+00
2.257617187500000067e-01 8.001464843750000222e-01 8.330078125000000000e-01 4.503906250000000444e-02 9.252734375000000178e-01
2.732617187499999933e-01 7.063964843750000222e-01 6.080078125000000222e-01 5.003906250000000194e-02 1.050273437500000018e+00
4.632617187499999956e-01 8.313964843750000222e-01 7.880078125000000711e-01 3.003906249999999806e-02 9.502734375000000400e-01
3.682617187500000222e-01 7.688964843750000222e-01 8.780078125000000400e-01 6.003906250000000389e-02 9.002734374999999956e-01
1.782617187499999922e-01 8.938964843750000222e-01 6.980078124999999911e-01 4.003906250000000000e-02 1.000273437499999973e+00
2.020117187500000133e-01 6.595214843750000222e-01 8.555078124999999645e-01 3.253906250000000028e-02 9.877734375000000178e-01
3.920117187500000155e-01 7.845214843750000222e-01 6.755078125000000266e-01 5.253906250000000416e-02 8.877734375000000400e-01
4.870117187499999889e-01 7.220214843750000222e-01 5.855078125000000577e-01 4.253906250000000222e-02 9.377734374999999734e-01
2.970117187499999867e-01 8.470214843750000222e-01 7.655078124999999956e-01 6.253906250000000611e-02 1.037773437500000062e+00
2.495117187500000000e-01 7.532714843750000222e-01 7.205078125000000666e-01 3.753906249999999778e-02 9.627734374999999956e-01
4.395117187500000022e-01 8.782714843750000222e-01 9.005078125000000044e-01 5.753906250000000167e-02 1.062773437499999973e+00
3.445117187499999734e-01 6.907714843750000222e-01 8.105078125000000355e-01 4.753906250000000666e-02 1.012773437499999929e+00
1.545117187499999989e-01 8.157714843750000222e-01 6.305078125000000977e-01 6.753906249999999667e-02 9.127734375000000622e-01
1.663867187499999956e-01 6.829589843750000222e-01 6.642578125000000444e-01 6.128906250000000500e-02 9.315234374999999956e-01
3.563867187499999978e-01 8.079589843750000222e-01 8.442578124999999822e-01 4.128906250000000111e-02 1.031523437499999973e+00
4.513867187500000266e-01 7.454589843750000222e-01 7.542578125000000133e-01 5.128906250000000305e-02 9.815234375000000400e-01
2.613867187499999689e-01 8.704589843750000222e-01 5.742578125000000755e-01 3.128906249999999917e-02 8.815234374999999512e-01
3.088867187500000111e-01 7.142089843750000222e-01 8.892578125000000222e-01 6.628906249999999556e-02 1.006523437500000062e+00
4.988867187500000133e-01 8.392089843750000222e-01 7.092578124999999734e-01 4.628906250000000555e-02 9.065234374999999734e-01
4.038867187499999845e-01 6.517089843750000222e-01 6.192578125000000044e-01 5.628906250000000056e-02 9.565234375000000178e-01
2.138867187499999822e-01 7.767089843750000222e-01 7.992578125000000533e-01 3.628906249999999667e-02 1.056523437500000107e+00
1.901367187499999889e-01 7.610839843750000222e-01 5.517578125000000000e-01 4.878906250000000083e-02 1.044023437499999929e+00
3.801367187499999911e-01 8.860839843750000222e-01 7.317578125000000488e-01 6.878906249999999778e-02 9.440234375000000622e-01
4.751367187500000200e-01 6.985839843750000222e-01 8.217578125000000178e-01 3.878906249999999889e-02 8.940234375000000178e-01
2.851367187500000178e-01 8.235839843750000222e-01 6.417578125000000799e-01 5.878906250000000278e-02 9.940234374999999956e-01
2.376367187500000033e-01 6.673339843750000222e-01 7.767578125000000888e-01 4.378906250000000333e-02 9.190234375000000400e-01
4.276367187499999778e-01 7.923339843750000222e-01 5.967578125000000400e-01 6.378906250000000722e-02 1.019023437500000018e+00
3.326367187500000044e-01 7.298339843750000222e-01 6.867578125000000089e-01 3.378906250000000139e-02 1.069023437500000062e+00
1.426367187500000022e-01 8.548339843750000222e-01 8.667578125000000577e-01 5.378906249999999833e-02 9.690234374999999734e-01
1.366992187499999900e-01 6.790527343750000222e-01 5.798828125000000666e-01 3.816406249999999833e-02 1.009648437500000107e+00
3.266992187499999645e-01 8.040527343750000222e-01 7.598828125000000044e-01 5.816406250000000222e-02 9.096484375000000178e-01
4.216992187499999933e-01 7.415527343750000222e-01 8.498828124999999734e-01 4.816406250000000722e-02 9.596484375000000622e-01
2.316992187499999911e-01 8.665527343750000222e-01 6.698828125000000355e-01 6.816406250000001110e-02 1.059648437500000151e+00
2.791992187499999778e-01 7.728027343750000222e-01 8.048828125000000444e-01 3.316406250000000083e-02 9.346484375000000400e-01
4.691992187499999800e-01 8.978027343750000222e-01 6.248828124999999956e-01 5.316406250000000472e-02 1.034648437500000018e+00
3.741992187500000067e-01 7.103027343750000222e-01 7.148828125000000755e-01 4.316406250000000278e-02 9.846484374999999734e-01
1.841992187500000044e-01 8.353027343750000222e-01 8.948828125000000133e-01 6.316406250000000666e-02 8.846484374999999956e-01
2.079492187499999978e-01 7.259277343750000222e-01 6.473828125000000711e-01 5.066406250000000250e-02 8.971484374999999512e-01
3.979492187500000000e-01 8.509277343750000222e-01 8.273828125000000089e-01 3.066406249999999861e-02 9.971484375000000400e-01
4.929492187499999734e-01 6.634277343750000222e-01 7.373828125000000400e-01 6.066406250000000444e-02 1.047148437499999973e+00
3.029492187500000266e-01 7.884277343750000222e-01 5.573828124999999911e-01 4.066406250000000056e-02 9.471484374999999956e-01
2.554492187499999845e-01 6.946777343750000222e-01 8.723828125000000488e-01 5.566406250000000000e-02 1.022148437500000062e+00
4.454492187499999867e-01 8.196777343750000222e-01 6.923828125000000000e-01 3.566406249999999611e-02 9.221484374999999734e-01
3.504492187500000133e-01 7.571777343750000222e-01 6.023828125000000311e-01 6.566406250000000888e-02 8.721484375000000400e-01
1.604492187500000111e-01 8.821777343750000222e-01 7.823828125000000799e-01 4.566406250000000500e-02 9.721484375000000178e-01
1.485742187499999867e-01 7.493652343750000222e-01 8.386328124999999911e-01 4.441406250000000389e-02 1.065898437500000018e+00
3.385742187499999889e-01 8.743652343750000222e-01 6.586328125000000533e-01 6.441406250000000777e-02 9.658984375000000400e-01
4.335742187500000178e-01 6.868652343750000222e-01 5.686328125000000844e-01 3.441406250000000194e-02 9.158984374999999956e-01
2.435742187500000155e-01 8.118652343750000222e-01 7.486328125000000222e-01 5.441406249999999889e-02 1.015898437499999973e+00
2.910742187500000022e-01 6.556152343750000222e-01 7.036328124999999822e-01 4.941406250000000139e-02 8.908984374999999734e-01
4.810742187500000044e-01 7.806152343750000222e-01 8.836328125000000311e-01 6.941406250000001221e-02 9.908984375000000622e-01
3.860742187499999756e-01 7.181152343750000222e-01 7.936328125000000622e-01 3.941406249999999944e-02 1.040898437500000107e+00
1.960742187500000011e-01 8.431152343750000222e-01 6.136328125000000133e-01 5.941406250000000333e-02 9.408984375000000178e-01
1.723242187499999800e-01 7.024902343750000222e-01 7.711328125000000977e-01 6.691406250000000999e-02 9.533984374999999734e-01
3.623242187499999822e-01 8.274902343750000222e-01 5.911328125000000488e-01 4.691406250000000611e-02 1.053398437500000062e+00
4.573242187500000111e-01 7.649902343750000222e-01 6.811328125000000178e-01 5.691406250000000111e-02 1.003398437500000018e+00
2.673242187500000089e-01 8.899902343750000222e-01 8.611328124999999556e-01 3.691406249999999722e-02 9.033984375000000400e-01
2.198242187499999944e-01 7.337402343750000222e-01 6.361328125000000888e-01 6.191406250000000555e-02 9.783984374999999956e-01
4.098242187500000244e-01 8.587402343750000222e-01 8.161328125000000266e-01 4.191406250000000167e-02 8.783984375000000178e-01
3.148242187499999956e-01 6.712402343750000222e-01 9.061328125000001066e-01 5.191406250000000361e-02 9.283984375000000622e-01
1.248242187499999933e-01 7.962402343750000222e-01 7.261328125000000577e-01 3.191406249999999972e-02 1.028398437499999929e+00
1.233398437499999972e-01 7.542480468750000222e-01 6.206640625000000577e-01 5.488281250000000278e-02 9.260546874999999734e-01
3.133398437500000133e-01 8.792480468750000222e-01 8.006640625000001066e-01 3.488281249999999889e-02 1.026054687500000062e+00
4.083398437499999867e-01 6.917480468750000222e-01 8.906640624999999645e-01 6.488281249999999778e-02 9.760546875000000178e-01
2.183398437499999845e-01 8.167480468750000222e-01 7.106640625000000266e-01 4.488281250000000083e-02 8.760546875000000400e-01
2.658398437500000266e-01 6.604980468750000222e-01 7.556640625000000666e-01 5.988281250000000722e-02 1.001054687499999929e+00
4.558398437499999734e-01 7.854980468750000222e-01 5.756640625000000178e-01 3.988281250000000333e-02 9.010546875000000622e-01
3.608398437500000000e-01 7.229980468750000222e-01 6.656640625000000977e-01 6.988281250000000222e-02 9.510546874999999956e-01
1.708398437499999978e-01 8.479980468750000222e-01 8.456640625000000355e-01 4.988281249999999833e-02 1.051054687499999973e+00
1.945898437499999911e-01 7.073730468750000222e-01 6.881640625000000622e-01 3.738281250000000111e-02 1.038554687500000018e+00
3.845898437499999933e-01 8.323730468750000222e-01 8.681640625000000000e-01 5.738281250000000500e-02 9.385546875000000400e-01
4.795898437500000222e-01 7.698730468750000222e-01 7.781640625000000311e-01 4.738281250000000305e-02 8.885546874999999956e-01
2.895898437499999645e-01 8.948730468750000222e-01 5.981640625000000933e-01 6.738281250000000000e-02 9.885546874999999734e-01
2.420898437499999778e-01 7.386230468750000222e-01 8.231640625000000711e-01 3.238281249999999667e-02 9.135546875000000178e-01
4.320898437499999800e-01 8.636230468750000222e-01 6.431640625000000222e-01 5.238281250000000056e-02 1.013554687500000107e+00
3.370898437500000067e-01 6.761230468750000222e-01 5.531640625000000533e-01 4.238281250000000555e-02 1.063554687500000151e+00
1.470898437500000044e-01 8.011230468750000222e-01 7.331640624999999911e-01 6.238281250000000250e-02 9.635546875000000622e-01
1.589648437500000011e-01 6.683105468750000222e-01 8.794140624999999822e-01 6.863281250000000111e-02 8.823046875000000178e-01
3.489648437500000311e-01 7.933105468750000222e-01 6.994140625000000444e-01 4.863281250000000416e-02 9.823046874999999956e-01
4.439648437500000044e-01 7.308105468750000222e-01 6.094140625000000755e-01 5.863281250000000611e-02 1.032304687499999929e+00
2.539648437500000022e-01 8.558105468750000222e-01 7.894140625000000133e-01 3.863281250000000222e-02 9.323046875000000622e-01
3.014648437499999889e-01 7.620605468750000222e-01 6.544140625000000044e-01 6.363281249999999667e-02 1.057304687500000062e+00
4.914648437499999911e-01 8.870605468750000222e-01 8.344140625000000533e-01 4.363281249999999972e-02 9.573046874999999734e-01
3.964648437500000178e-01 6.995605468750000222e-01 7.444140624999999734e-01 5.363281250000000167e-02 9.073046875000000400e-01
2.064648437500000155e-01 8.245605468750000222e-01 5.644140625000000355e-01 3.363281249999999778e-02 1.007304687500000018e+00
1.827148437499999944e-01 7.151855468750000222e-01 8.119140625000000888e-01 4.113281250000000444e-02 9.948046875000000622e-01
3.727148437500000244e-01 8.401855468750000222e-01 6.319140625000000400e-01 6.113281250000000833e-02 8.948046874999999734e-01
4.677148437499999978e-01 6.526855468750000222e-01 7.219140625000000089e-01 3.113281249999999903e-02 9.448046875000000178e-01
2.777148437499999956e-01 7.776855468750000222e-01 9.019140625000000577e-01 5.113281249999999944e-02 1.044804687500000107e+00
2.302148437500000089e-01 6.839355468750000222e-01 5.869140625000000000e-01 4.613281250000000194e-02 9.698046875000000400e-01
4.202148437500000111e-01 8.089355468750000222e-01 7.669140625000000488e-01 6.613281249999999889e-02 1.069804687500000018e+00
3.252148437499999822e-01 7.464355468750000222e-01 8.569140625000000178e-01 3.613281250000000000e-02 1.019804687499999973e+00
1.352148437500000078e-01 8.714355468750000222e-01 6.769140625000000799e-01 5.613281250000000389e-02 9.198046874999999956e-01
1.411523437499999922e-01 6.956542968750000222e-01 7.950390625000000044e-01 3.175781249999999611e-02 1.060429687500000107e+00
3.311523437500000222e-01 8.206542968750000222e-01 6.150390625000000666e-01 5.175781250000000000e-02 9.604296875000000178e-01
4.261523437499999956e-01 7.581542968750000222e-01 7.050390625000000355e-01 4.175781250000000500e-02 9.104296874999999734e-01
2.361523437499999933e-01 8.831542968750000222e-01 8.850390624999999734e-01 6.175781250000000194e-02 1.010429687500000062e+00
2.836523437500000355e-01 7.269042968750000222e-01 5.700390625000000266e-01 3.675781250000000056e-02 8.854296874999999512e-01
4.736523437499999822e-01 8.519042968750000222e-01 7.500390625000000755e-01 5.675781250000000444e-02 9.854296875000000400e-01
3.786523437500000089e-01 6.644042968750000222e-01 8.400390625000000444e-01 4.675781250000000250e-02 1.035429687499999973e+00
1.886523437500000067e-01 7.894042968750000222e-01 6.600390624999999956e-01 6.675781250000001332e-02 9.354296874999999956e-01
2.124023437500000000e-01 7.737792968750000222e-01 9.075390625000000488e-01 5.925781250000000666e-02 9.479296875000000622e-01
4.024023437500000022e-01 8.987792968750000222e-01 7.275390625000000000e-01 3.925781250000000278e-02 1.047929687500000151e+00
4.974023437499999756e-01 7.112792968750000222e-01 6.375390625000000311e-01 6.925781250000001554e-02 9.979296875000001066e-01
3.074023437499999734e-01 8.362792968750000222e-01 8.175390625000000799e-01 4.925781249999999778e-02 8.979296875000000178e-01
2.599023437499999867e-01 6.800292968750000222e-01 6.825390625000000711e-01 5.425781250000000222e-02 9.729296874999999734e-01
4.499023437499999889e-01 8.050292968750000222e-01 8.625390625000000089e-01 3.425781249999999833e-02 8.729296874999999956e-01
3.549023437499999600e-01 7.425292968750000222e-01 7.725390625000000400e-01 6.425781250000001110e-02 9.229296875000000400e-01
1.649023437500000133e-01 8.675292968750000222e-01 5.925390624999999911e-01 4.425781250000000028e-02 1.022929687500000018e+00
1.530273437499999889e-01 7.347167968750000222e-01 7.162890625000000178e-01 4.550781250000000139e-02 1.016679687499999929e+00
3.430273437499999911e-01 8.597167968750000222e-01 8.962890624999999556e-01 6.550781250000001221e-02 9.166796875000000622e-01
4.380273437500000200e-01 6.722167968750000222e-01 8.062890625000000977e-01 3.550781249999999944e-02 9.666796874999999956e-01
2.480273437499999900e-01 7.972167968750000222e-01 6.262890625000000488e-01 5.550781250000000333e-02 1.066679687499999973e+00
2.955273437500000044e-01 7.034667968750000222e-01 8.512890625000000266e-01 4.050781250000000389e-02 9.416796874999999734e-01
4.855273437500000067e-01 8.284667968750000222e-01 6.712890625000000888e-01 6.050781250000000777e-02 1.041679687500000062e+00
3.905273437499999778e-01 7.659667968750000222e-01 5.812890625000000089e-01 3.050781249999999847e-02 9.916796875000000178e-01
2.005273437500000033e-01 8.909667968750000222e-01 7.612890625000000577e-01 5.050781249999999889e-02 8.916796875000000400e-01
1.767773437499999822e-01 6.565917968750000222e-01 6.037890625000000844e-01 6.300781250000000999e-02 9.041796874999999956e-01
3.667773437500000400e-01 7.815917968750000222e-01 7.837890625000000222e-01 4.300781249999999917e-02 1.004179687499999973e+00
4.617773437500000133e-01 7.190917968750000222e-01 8.737890624999999911e-01 5.300781250000000111e-02 1.054179687500000018e+00
2.717773437500000111e-01 8.440917968750000222e-01 6.937890625000000533e-01 3.300781249999999722e-02 9.541796875000000400e-01
2.242773437499999967e-01 7.503417968750000222e-01 7.387890624999999822e-01 6.800781250000001443e-02 1.029179687500000107e+00
4.142773437500000266e-01 8.753417968750000222e-01 5.587890625000000444e-01 4.800781250000000361e-02 9.291796875000000178e-01
3.192773437499999978e-01 6.878417968750000222e-01 6.487890625000000133e-01 5.800781250000000555e-02 8.791796874999999734e-01
1.292773437499999956e-01 8.128417968750000222e-01 8.287890625000000622e-01 3.800781250000000167e-02 9.791796875000000622e-01
1.263085937500000033e-01 6.624511718750000222e-01 6.403515625000000266e-01 4.269531249999999889e-02 9.588671874999999956e-01
3.163085937499999778e-01 7.874511718750000222e-01 8.203515624999999645e-01 6.269531250000000278e-02 1.058867187499999973e+00
4.113085937500000067e-01 7.249511718750000222e-01 7.303515625000001066e-01 3.269531249999999695e-02 1.008867187499999929e+00
2.213085937500000044e-01 8.499511718750000222e-01 5.503515625000000577e-01 5.269531250000000777e-02 9.088671875000000622e-01
