# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
2.817968750000000022e-01 9.277343750000000000e-01 7.117187500000000666e-01 3.609375000000000083e-02 1.039531250000000018e+00 -3.867187500000000000e+00 2.851562500000000000e+00 -3.476562500000000000e+00 2.382812500000000000e+00 1.914062500000000000e+00
2.342968750000000155e-01 7.402343750000000000e-01 7.567187499999999956e-01 6.109375000000000222e-02 9.645312500000000622e-01 -2.617187500000000000e+00 1.601562500000000000e+00 -2.226562500000000000e+00 -1.367187500000000000e+00 6.640625000000000000e-01
4.242968750000000178e-01 9.902343750000000000e-01 5.767187500000000577e-01 4.109374999999999833e-02 1.064531250000000151e+00 2.382812500000000000e+00 -3.398437500000000000e+00 2.773437500000000000e+00 3.632812500000000000e+00 1.664062500000000000e+00
3.292968749999999889e-01 6.152343750000000000e-01 6.667187500000000266e-01 5.109375000000000722e-02 1.014531250000000107e+00 -1.171875000000000000e-01 -8.984375000000000000e-01 -4.726562500000000000e+00 -3.867187500000000000e+00 1.164062500000000000e+00
1.392968749999999867e-01 8.652343750000000000e-01 8.467187499999999645e-01 3.109374999999999986e-02 9.145312500000000178e-01 4.882812500000000000e+00 4.101562500000000000e+00 2.734375000000000000e-01 1.132812500000000000e+00 1.640625000000000000e-01
1.333593750000000022e-01 7.324218750000000000e-01 6.048437500000000133e-01 5.671875000000000527e-02 1.061406250000000107e+00 -4.335937500000000000e+00 -1.679687500000000000e+00 -1.132812500000000000e+00 -4.335937500000000000e+00 1.507812500000000000e+00
3.233593750000000044e-01 9.824218750000000000e-01 7.848437500000000622e-01 3.671875000000000139e-02 9.614062500000000178e-01 6.640625000000000000e-01 3.320312500000000000e+00 3.867187500000000000e+00 6.640625000000000000e-01 5.078125000000000000e-01
4.183593749999999778e-01 6.074218750000000000e-01 8.748437500000000311e-01 6.671875000000000722e-02 9.114062499999999734e-01 -1.835937500000000000e+00 8.203125000000000000e-01 -3.632812500000000000e+00 -1.835937500000000000e+00 7.812500000000000000e-03
2.283593750000000033e-01 8.574218750000000000e-01 6.948437499999999822e-01 4.671875000000000333e-02 1.011406250000000062e+00 3.164062500000000000e+00 -4.179687500000000000e+00 1.367187500000000000e+00 3.164062500000000000e+00 1.007812500000000000e+00
2.758593750000000178e-01 5.449218750000000000e-01 7.398437500000000222e-01 5.171875000000000777e-02 8.864062499999999512e-01 4.414062500000000000e+00 -4.296875000000000000e-01 2.617187500000000000e+00 -3.085937500000000000e+00 2.578125000000000000e-01
4.658593750000000200e-01 7.949218750000000000e-01 5.598437500000000844e-01 3.171874999999999695e-02 9.864062500000000400e-01 -5.859375000000000000e-01 4.570312500000000000e+00 -2.382812500000000000e+00 1.914062500000000000e+00 1.257812500000000000e+00
3.708593749999999911e-01 6.699218750000000000e-01 6.498437500000000533e-01 6.171875000000000278e-02 1.036406249999999973e+00 1.914062500000000000e+00 2.070312500000000000e+00 1.171875000000000000e-01 -5.859375000000000000e-01 1.757812500000000000e+00
1.808593749999999889e-01 9.199218750000000000e-01 8.298437499999999911e-01 4.171874999999999889e-02 9.364062499999999956e-01 -3.085937500000000000e+00 -2.929687500000000000e+00 -4.882812500000000000e+00 4.414062500000000000e+00 7.578125000000000000e-01
2.046093749999999822e-01 5.761718750000000000e-01 7.173437500000000577e-01 3.421874999999999917e-02 9.489062500000000622e-01 -3.710937500000000000e+00 -2.304687500000000000e+00 7.421875000000000000e-01 -3.710937500000000000e+00 1.632812500000000000e+00
3.946093749999999845e-01 8.261718750000000000e-01 8.973437500000001066e-01 5.421875000000000305e-02 1.048906250000000151e+00 1.289062500000000000e+00 2.695312500000000000e+00 -4.257812500000000000e+00 1.289062500000000000e+00 6.328125000000000000e-01
4.896093750000000133e-01 7.011718750000000000e-01 8.073437500000000266e-01 4.421875000000000111e-02 9.989062500000001066e-01 -1.210937500000000000e+00 1.953125000000000000e-01 3.242187500000000000e+00 -1.210937500000000000e+00 1.328125000000000000e-01
2.996093750000000111e-01 9.511718750000000000e-01 6.273437500000000888e-01 6.421875000000000500e-02 8.989062500000000178e-01 3.789062500000000000e+00 -4.804687500000000000e+00 -1.757812500000000000e+00 3.789062500000000000e+00 1.132812500000000000e+00
2.521093749999999689e-01 6.386718750000000000e-01 8.523437499999999556e-01 3.921874999999999667e-02 9.739062499999999734e-01 2.539062500000000000e+00 -1.054687500000000000e+00 -3.007812500000000000e+00 -4.960937500000000000e+00 3.828125000000000000e-01
4.421093750000000266e-01 8.886718750000000000e-01 6.723437500000000178e-01 5.921875000000000056e-02 8.739062499999999956e-01 -2.460937500000000000e+00 3.945312500000000000e+00 1.992187500000000000e+00 3.906250000000000000e-02 1.382812500000000000e+00
3.471093749999999978e-01 5.136718750000000000e-01 5.823437500000000488e-01 4.921875000000000555e-02 9.239062500000000400e-01 3.906250000000000000e-02 1.445312500000000000e+00 -5.078125000000000000e-01 -2.460937500000000000e+00 1.882812500000000000e+00
1.571093749999999956e-01 7.636718750000000000e-01 7.623437500000000977e-01 6.921875000000000944e-02 1.023906250000000018e+00 -4.960937500000000000e+00 -3.554687500000000000e+00 4.492187500000000000e+00 2.539062500000000000e+00 8.828125000000000000e-01
1.452343749999999989e-01 5.292968750000000000e-01 9.085937500000000888e-01 6.046875000000000167e-02 1.017656249999999929e+00 -2.148437500000000000e+00 3.632812500000000000e+00 2.304687500000000000e+00 3.476562500000000000e+00 1.320312500000000000e+00
3.352343749999999734e-01 7.792968750000000000e-01 7.285937500000000400e-01 4.046874999999999778e-02 9.176562500000000622e-01 2.851562500000000000e+00 -1.367187500000000000e+00 -2.695312500000000000e+00 -1.523437500000000000e+00 3.203125000000000000e-01
4.302343750000000022e-01 6.542968750000000000e-01 6.385937500000000711e-01 5.046875000000000666e-02 9.676562499999999956e-01 -4.648437500000000000e+00 -3.867187500000000000e+00 4.804687500000000000e+00 9.765625000000000000e-01 8.203125000000000000e-01
2.402343750000000000e-01 9.042968750000000000e-01 8.185937500000000089e-01 3.046874999999999931e-02 1.067656249999999973e+00 3.515625000000000000e-01 1.132812500000000000e+00 -1.953125000000000000e-01 -4.023437500000000000e+00 1.820312500000000000e+00
2.877343749999999867e-01 7.167968750000000000e-01 6.835937500000000000e-01 6.546875000000000611e-02 9.426562499999999734e-01 1.601562500000000000e+00 4.882812500000000000e+00 -3.945312500000000000e+00 4.726562500000000000e+00 5.703125000000000000e-01
4.777343749999999889e-01 9.667968750000000000e-01 8.635937500000000488e-01 4.546875000000000222e-02 1.042656250000000062e+00 -3.398437500000000000e+00 -1.171875000000000000e-01 1.054687500000000000e+00 -2.734375000000000000e-01 1.570312500000000000e+00
3.827343750000000155e-01 5.917968750000000000e-01 7.735937500000000799e-01 5.546875000000000416e-02 9.926562500000000178e-01 4.101562500000000000e+00 -2.617187500000000000e+00 -1.445312500000000000e+00 2.226562500000000000e+00 1.070312500000000000e+00
1.927343750000000133e-01 8.417968750000000000e-01 5.935937500000000311e-01 3.546875000000000028e-02 8.926562500000000400e-01 -8.984375000000000000e-01 2.382812500000000000e+00 3.554687500000000000e+00 -2.773437500000000000e+00 7.031250000000000000e-02
1.689843749999999922e-01 6.855468750000000000e-01 7.960937500000000444e-01 4.796875000000000444e-02 9.051562499999999956e-01 -2.734375000000000000e-01 3.007812500000000000e+00 -2.070312500000000000e+00 4.101562500000000000e+00 1.445312500000000000e+00
3.589843750000000222e-01 9.355468750000000000e-01 6.160937499999999956e-01 6.796875000000000833e-02 1.005156249999999973e+00 4.726562500000000000e+00 -1.992187500000000000e+00 2.929687500000000000e+00 -8.984375000000000000e-01 4.453125000000000000e-01
4.539843749999999956e-01 5.605468750000000000e-01 7.060937500000000755e-01 3.796875000000000250e-02 1.055156250000000018e+00 -2.773437500000000000e+00 -4.492187500000000000e+00 -4.570312500000000000e+00 1.601562500000000000e+00 9.453125000000000000e-01
2.639843749999999933e-01 8.105468750000000000e-01 8.860937500000000133e-01 5.796874999999999944e-02 9.551562500000000400e-01 2.226562500000000000e+00 5.078125000000000000e-01 4.296875000000000000e-01 -3.398437500000000000e+00 1.945312500000000000e+00
2.164843750000000067e-01 6.230468750000000000e-01 5.710937500000000666e-01 4.296875000000000000e-02 1.030156250000000107e+00 9.765625000000000000e-01 4.257812500000000000e+00 4.179687500000000000e+00 2.851562500000000000e+00 6.953125000000000000e-01
4.064843750000000089e-01 8.730468750000000000e-01 7.510937500000000044e-01 6.296875000000000389e-02 9.301562500000000178e-01 -4.023437500000000000e+00 -7.421875000000000000e-01 -8.203125000000000000e-01 -2.148437500000000000e+00 1.695312500000000000e+00
3.114843750000000355e-01 7.480468750000000000e-01 8.410937499999999734e-01 3.296874999999999806e-02 8.801562499999999734e-01 3.476562500000000000e+00 -3.242187500000000000e+00 1.679687500000000000e+00 3.515625000000000000e-01 1.195312500000000000e+00
1.214843749999999917e-01 9.980468750000000000e-01 6.610937500000000355e-01 5.296875000000000194e-02 9.801562500000000622e-01 -1.523437500000000000e+00 1.757812500000000000e+00 -3.320312500000000000e+00 -4.648437500000000000e+00 1.953125000000000000e-01
1.222265624999999967e-01 7.490234375000000000e-01 7.855468750000000888e-01 4.132812500000000028e-02 1.036796875000000062e+00 4.746093750000000000e+00 4.667968750000000000e+00 -1.425781250000000000e+00 -1.367187500000000000e-01 3.320312500000000000e-01
3.122265625000000266e-01 9.990234375000000000e-01 6.055468750000000400e-01 6.132812500000000416e-02 9.367968749999999734e-01 -2.539062500000000000e-01 -3.320312500000000000e-01 3.574218750000000000e+00 4.863281250000000000e+00 1.332031250000000000e+00
4.072265625000000000e-01 6.240234375000000000e-01 6.955468750000000089e-01 3.132812499999999833e-02 8.867968750000000400e-01 2.246093750000000000e+00 -2.832031250000000000e+00 -3.925781250000000000e+00 -2.636718750000000000e+00 1.832031250000000000e+00
2.172265624999999978e-01 8.740234375000000000e-01 8.755468750000000577e-01 5.132812500000000222e-02 9.867968750000000178e-01 -2.753906250000000000e+00 2.167968750000000000e+00 1.074218750000000000e+00 2.363281250000000000e+00 8.320312500000000000e-01
2.647265624999999845e-01 5.615234375000000000e-01 5.605468750000000000e-01 4.632812499999999778e-02 9.117968750000000622e-01 -4.003906250000000000e+00 3.417968750000000000e+00 4.824218750000000000e+00 -1.386718750000000000e+00 1.582031250000000000e+00
4.547265624999999867e-01 8.115234375000000000e-01 7.405468750000000488e-01 6.632812500000001554e-02 1.011796874999999929e+00 9.960937500000000000e-01 -1.582031250000000000e+00 -1.757812500000000000e-01 3.613281250000000000e+00 5.820312500000000000e-01
3.597265625000000133e-01 6.865234375000000000e-01 8.305468750000000178e-01 3.632812500000000278e-02 1.061796874999999973e+00 -1.503906250000000000e+00 -4.082031250000000000e+00 2.324218750000000000e+00 -3.886718750000000000e+00 8.203125000000000000e-02
1.697265625000000111e-01 9.365234375000000000e-01 6.505468750000000799e-01 5.632812500000000666e-02 9.617968749999999956e-01 3.496093750000000000e+00 9.179687500000000000e-01 -2.675781250000000000e+00 1.113281250000000000e+00 1.082031250000000000e+00
1.934765625000000044e-01 5.927734375000000000e-01 8.980468750000000222e-01 6.882812500000000389e-02 9.242968750000000178e-01 2.871093750000000000e+00 4.042968750000000000e+00 1.699218750000000000e+00 -2.011718750000000000e+00 4.570312500000000000e-01
3.834765625000000067e-01 8.427734375000000000e-01 7.180468749999999734e-01 4.882812500000000000e-02 1.024296875000000107e+00 -2.128906250000000000e+00 -9.570312500000000000e-01 -3.300781250000000000e+00 2.988281250000000000e+00 1.457031250000000000e+00
4.784765624999999800e-01 7.177734375000000000e-01 6.280468750000000044e-01 5.882812500000000888e-02 9.742968750000000622e-01 3.710937500000000000e-01 -3.457031250000000000e+00 4.199218750000000000e+00 -4.511718750000000000e+00 1.957031250000000000e+00
2.884765624999999778e-01 9.677734375000000000e-01 8.080468750000000533e-01 3.882812499999999806e-02 8.742968749999999734e-01 -4.628906250000000000e+00 1.542968750000000000e+00 -8.007812500000000000e-01 4.882812500000000000e-01 9.570312500000000000e-01
2.409765624999999911e-01 6.552734375000000000e-01 6.730468750000000444e-01 6.382812500000001332e-02 9.992968749999999734e-01 -3.378906250000000000e+00 2.792968750000000000e+00 -4.550781250000000000e+00 -7.617187500000000000e-01 1.707031250000000000e+00
4.309765624999999933e-01 9.052734375000000000e-01 8.530468749999999822e-01 4.382812500000000250e-02 8.992968749999999956e-01 1.621093750000000000e+00 -2.207031250000000000e+00 4.492187500000000000e-01 4.238281250000000000e+00 7.070312500000000000e-01
3.359765624999999645e-01 5.302734375000000000e-01 7.630468750000000133e-01 5.382812500000000444e-02 9.492968750000000400e-01 -8.789062500000000000e-01 -4.707031250000000000e+00 -2.050781250000000000e+00 -3.261718750000000000e+00 2.070312500000000000e-01
1.459765624999999900e-01 7.802734375000000000e-01 5.830468750000000755e-01 3.382812500000000056e-02 1.049296875000000018e+00 4.121093750000000000e+00 2.929687500000000000e-01 2.949218750000000000e+00 1.738281250000000000e+00 1.207031250000000000e+00
1.578515624999999867e-01 5.146484375000000000e-01 7.292968750000000666e-01 3.507812500000000167e-02 9.930468749999999956e-01 1.308593750000000000e+00 -1.953125000000000000e-02 1.367187500000000000e-01 2.050781250000000000e+00 5.195312500000000000e-01
3.478515624999999889e-01 7.646484375000000000e-01 9.092968750000000044e-01 5.507812500000000555e-02 8.930468750000000178e-01 -3.691406250000000000e+00 4.980468750000000000e+00 -4.863281250000000000e+00 -2.949218750000000000e+00 1.519531250000000000e+00
4.428515625000000178e-01 6.396484375000000000e-01 8.192968750000000355e-01 4.507812500000000361e-02 9.430468750000000622e-01 3.808593750000000000e+00 2.480468750000000000e+00 2.636718750000000000e+00 4.550781250000000000e+00 1.019531250000000000e+00
2.528515624999999600e-01 8.896484375000000000e-01 6.392968750000000977e-01 6.507812500000001443e-02 1.043046874999999929e+00 -1.191406250000000000e+00 -2.519531250000000000e+00 -2.363281250000000000e+00 -4.492187500000000000e-01 1.953125000000000000e-02
3.003515625000000022e-01 7.021484375000000000e-01 8.642968749999999645e-01 3.007812499999999722e-02 9.680468749999999734e-01 -2.441406250000000000e+00 -1.269531250000000000e+00 -3.613281250000000000e+00 8.007812500000000000e-01 1.269531250000000000e+00
4.903515625000000044e-01 9.521484375000000000e-01 6.842968750000000266e-01 5.007812500000000111e-02 1.068046875000000062e+00 2.558593750000000000e+00 3.730468750000000000e+00 1.386718750000000000e+00 -4.199218750000000000e+00 2.695312500000000000e-01
3.953515624999999756e-01 5.771484375000000000e-01 5.942968750000000577e-01 4.007812499999999917e-02 1.018046875000000018e+00 -4.941406250000000000e+00 1.230468750000000000e+00 -1.113281250000000000e+00 3.300781250000000000e+00 7.695312500000000000e-01
2.053515625000000011e-01 8.271484375000000000e-01 7.742968749999999956e-01 6.007812500000000305e-02 9.180468750000000400e-01 5.859375000000000000e-02 -3.769531250000000000e+00 3.886718750000000000e+00 -1.699218750000000000e+00 1.769531250000000000e+00
1.816015624999999800e-01 6.708984375000000000e-01 6.167968750000000222e-01 5.257812500000000333e-02 8.805468749999999512e-01 6.835937500000000000e-01 -6.445312500000000000e-01 -4.882812500000000000e-01 1.757812500000000000e-01 6.445312500000000000e-01
3.716015624999999822e-01 9.208984375000000000e-01 7.967968750000000711e-01 3.257812499999999944e-02 9.805468750000000400e-01 -4.316406250000000000e+00 4.355468750000000000e+00 4.511718750000000000e+00 -4.824218750000000000e+00 1.644531250000000000e+00
4.666015625000000111e-01 5.458984375000000000e-01 8.867968750000000400e-01 6.257812500000001221e-02 1.030546874999999973e+00 3.183593750000000000e+00 1.855468750000000000e+00 -2.988281250000000000e+00 2.675781250000000000e+00 1.144531250000000000e+00
2.766015625000000089e-01 7.958984375000000000e-01 7.067968749999999911e-01 4.257812500000000139e-02 9.305468749999999956e-01 -1.816406250000000000e+00 -3.144531250000000000e+00 2.011718750000000000e+00 -2.324218750000000000e+00 1.445312500000000000e-01
2.291015624999999944e-01 6.083984375000000000e-01 7.517968750000000311e-01 5.757812500000000777e-02 1.055546875000000107e+00 -5.664062500000000000e-01 -1.894531250000000000e+00 3.261718750000000000e+00 1.425781250000000000e+00 1.394531250000000000e+00
4.191015625000000244e-01 8.583984375000000000e-01 5.717968750000000933e-01 3.757812500000000389e-02 9.555468750000000178e-01 4.433593750000000000e+00 3.105468750000000000e+00 -1.738281250000000000e+00 -3.574218750000000000e+00 3.945312500000000000e-01
3.241015624999999956e-01 7.333984375000000000e-01 6.617968750000000622e-01 6.757812500000000278e-02 9.055468749999999734e-01 -3.066406250000000000e+00 6.054687500000000000e-01 7.617187500000000000e-01 3.925781250000000000e+00 8.945312500000000000e-01
1.341015624999999933e-01 9.833984375000000000e-01 8.417968750000000000e-01 4.757812499999999889e-02 1.005546875000000062e+00 1.933593750000000000e+00 -4.394531250000000000e+00 -4.238281250000000000e+00 -1.074218750000000000e+00 1.894531250000000000e+00
1.400390625000000056e-01 6.162109375000000000e-01 6.336718749999999956e-01 6.445312500000000000e-02 9.461718749999999956e-01 -1.347656250000000000e+00 2.011718750000000000e+00 4.667968750000000000e+00 4.082031250000000000e+00 3.007812500000000000e-01
3.300390625000000355e-01 8.662109375000000000e-01 8.136718750000000444e-01 4.445312500000000305e-02 1.046171874999999973e+00 3.652343750000000000e+00 -2.988281250000000000e+00 -3.320312500000000000e-01 -9.179687500000000000e-01 1.300781250000000000e+00
4.250390625000000089e-01 7.412109375000000000e-01 9.036718750000000133e-01 5.445312500000000500e-02 9.961718750000000400e-01 -3.847656250000000000e+00 -4.882812500000000000e-01 2.167968750000000000e+00 1.582031250000000000e+00 1.800781250000000000e+00
2.350390625000000067e-01 9.912109375000000000e-01 7.236718750000000755e-01 3.445312500000000111e-02 8.961718749999999512e-01 1.152343750000000000e+00 4.511718750000000000e+00 -2.832031250000000000e+00 -3.417968750000000000e+00 8.007812500000000000e-01
2.825390624999999933e-01 6.787109375000000000e-01 7.686718750000000044e-01 6.945312500000000444e-02 9.711718750000000178e-01 2.402343750000000000e+00 7.617187500000000000e-01 -1.582031250000000000e+00 2.832031250000000000e+00 1.550781250000000000e+00
4.725390624999999956e-01 9.287109375000000000e-01 5.886718750000000666e-01 4.945312500000000056e-02 8.711718750000000400e-01 -2.597656250000000000e+00 -4.238281250000000000e+00 3.417968750000000000e+00 -2.167968750000000000e+00 5.507812500000000000e-01
3.775390625000000222e-01 5.537109375000000000e-01 6.786718750000000355e-01 5.945312500000000944e-02 9.211718749999999734e-01 4.902343750000000000e+00 -1.738281250000000000e+00 -4.082031250000000000e+00 3.320312500000000000e-01 5.078125000000000000e-02
1.875390624999999922e-01 8.037109375000000000e-01 8.586718749999999734e-01 3.945312499999999861e-02 1.021171875000000062e+00 -9.765625000000000000e-02 3.261718750000000000e+00 9.179687500000000000e-01 -4.667968750000000000e+00 1.050781250000000000e+00
2.112890625000000133e-01 7.099609375000000000e-01 7.011718750000000000e-01 4.695312499999999833e-02 1.058671875000000151e+00 -7.226562500000000000e-01 1.386718750000000000e+00 -4.707031250000000000e+00 3.457031250000000000e+00 4.257812500000000000e-01
4.012890625000000155e-01 9.599609375000000000e-01 8.811718750000000488e-01 6.695312500000000222e-02 9.586718750000000622e-01 4.277343750000000000e+00 -3.613281250000000000e+00 2.929687500000000000e-01 -1.542968750000000000e+00 1.425781250000000000e+00
4.962890624999999889e-01 5.849609375000000000e-01 7.911718750000000799e-01 3.695312500000000333e-02 9.086718750000000178e-01 -3.222656250000000000e+00 -1.113281250000000000e+00 -2.207031250000000000e+00 9.570312500000000000e-01 1.925781250000000000e+00
3.062890624999999867e-01 8.349609375000000000e-01 6.111718750000000311e-01 5.695312500000000722e-02 1.008671875000000107e+00 1.777343750000000000e+00 3.886718750000000000e+00 2.792968750000000000e+00 -4.042968750000000000e+00 9.257812500000000000e-01
2.587890625000000000e-01 5.224609375000000000e-01 8.361718750000000089e-01 4.195312500000000083e-02 8.836718749999999956e-01 5.273437500000000000e-01 1.367187500000000000e-01 1.542968750000000000e+00 4.707031250000000000e+00 1.675781250000000000e+00
4.487890625000000022e-01 7.724609375000000000e-01 6.561718750000000711e-01 6.195312500000000472e-02 9.836718749999999734e-01 -4.472656250000000000e+00 -4.863281250000000000e+00 -3.457031250000000000e+00 -2.929687500000000000e-01 6.757812500000000000e-01
3.537890624999999734e-01 6.474609375000000000e-01 5.661718749999999911e-01 3.195312499999999889e-02 1.033671875000000018e+00 3.027343750000000000e+00 -2.363281250000000000e+00 4.042968750000000000e+00 2.207031250000000000e+00 1.757812500000000000e-01
1.637890624999999989e-01 8.974609375000000000e-01 7.461718750000000400e-01 5.195312500000000278e-02 9.336718750000000400e-01 -1.972656250000000000e+00 2.636718750000000000e+00 -9.570312500000000000e-01 -2.792968750000000000e+00 1.175781250000000000e+00
1.519140625000000022e-01 6.318359375000000000e-01 8.699218749999999556e-01 5.820312500000000833e-02 9.024218750000000400e-01 -4.785156250000000000e+00 -2.675781250000000000e+00 -3.144531250000000000e+00 -3.730468750000000000e+00 6.132812500000000000e-01
3.419140625000000044e-01 8.818359375000000000e-01 6.899218750000000178e-01 3.820312500000000444e-02 1.002421875000000018e+00 2.148437500000000000e-01 2.324218750000000000e+00 1.855468750000000000e+00 1.269531250000000000e+00 1.613281250000000000e+00
4.369140624999999778e-01 5.068359375000000000e-01 5.999218750000000488e-01 6.820312500000000333e-02 1.052421875000000062e+00 -2.285156250000000000e+00 4.824218750000000000e+00 -6.445312500000000000e-01 -1.230468750000000000e+00 1.113281250000000000e+00
2.469140625000000033e-01 7.568359375000000000e-01 7.799218750000000977e-01 4.820312499999999944e-02 9.524218749999999734e-01 2.714843750000000000e+00 -1.757812500000000000e-01 4.355468750000000000e+00 3.769531250000000000e+00 1.132812500000000000e-01
2.944140625000000178e-01 5.693359375000000000e-01 6.449218750000000888e-01 5.320312500000000389e-02 1.027421874999999929e+00 3.964843750000000000e+00 -3.925781250000000000e+00 6.054687500000000000e-01 -4.980468750000000000e+00 1.363281250000000000e+00
4.844140625000000200e-01 8.193359375000000000e-01 8.249218750000000266e-01 3.320312500000000000e-02 9.274218750000000622e-01 -1.035156250000000000e+00 1.074218750000000000e+00 -4.394531250000000000e+00 1.953125000000000000e-02 3.632812500000000000e-01
3.894140624999999911e-01 6.943359375000000000e-01 7.349218750000000577e-01 6.320312499999999889e-02 8.774218750000000178e-01 1.464843750000000000e+00 3.574218750000000000e+00 3.105468750000000000e+00 -2.480468750000000000e+00 8.632812500000000000e-01
1.994140624999999889e-01 9.443359375000000000e-01 5.549218750000000089e-01 4.320312500000000194e-02 9.774218749999999956e-01 -3.535156250000000000e+00 -1.425781250000000000e+00 -1.894531250000000000e+00 2.519531250000000000e+00 1.863281250000000000e+00
1.756640624999999956e-01 5.380859375000000000e-01 8.024218750000000622e-01 3.070312499999999778e-02 1.014921874999999973e+00 -2.910156250000000000e+00 -3.300781250000000000e+00 3.730468750000000000e+00 -4.355468750000000000e+00 7.382812500000000000e-01
3.656640624999999978e-01 7.880859375000000000e-01 6.224218750000000133e-01 5.070312500000000167e-02 9.149218749999999956e-01 2.089843750000000000e+00 1.699218750000000000e+00 -1.269531250000000000e+00 6.445312500000000000e-01 1.738281250000000000e+00
4.606640625000000266e-01 6.630859375000000000e-01 7.124218749999999822e-01 4.070312499999999972e-02 9.649218750000000400e-01 -4.101562500000000000e-01 4.199218750000000000e+00 1.230468750000000000e+00 -1.855468750000000000e+00 1.238281250000000000e+00
2.706640624999999689e-01 9.130859375000000000e-01 8.924218750000000311e-01 6.070312500000000361e-02 1.064921875000000018e+00 4.589843750000000000e+00 -8.007812500000000000e-01 -3.769531250000000000e+00 3.144531250000000000e+00 2.382812500000000000e-01
2.231640624999999822e-01 7.255859375000000000e-01 5.774218750000000844e-01 3.570312500000000222e-02 9.399218750000000178e-01 3.339843750000000000e+00 -4.550781250000000000e+00 -1.953125000000000000e-02 -3.105468750000000000e+00 1.488281250000000000e+00
4.131640624999999845e-01 9.755859375000000000e-01 7.574218750000000222e-01 5.570312500000000611e-02 1.039921875000000107e+00 -1.660156250000000000e+00 4.492187500000000000e-01 4.980468750000000000e+00 1.894531250000000000e+00 4.882812500000000000e-01
3.181640625000000111e-01 6.005859375000000000e-01 8.474218749999999911e-01 4.570312499999999722e-02 9.899218750000000622e-01 8.398437500000000000e-01 2.949218750000000000e+00 -2.519531250000000000e+00 -6.054687500000000000e-01 9.882812500000000000e-01
1.281640625000000089e-01 8.505859375000000000e-01 6.674218750000000533e-01 6.570312500000000111e-02 8.899218749999999734e-01 -4.160156250000000000e+00 -2.050781250000000000e+00 2.480468750000000000e+00 4.394531250000000000e+00 1.988281250000000000e+00
1.311328125000000011e-01 5.498046875000000000e-01 8.502343750000000977e-01 5.101562500000000194e-02 1.047734375000000107e+00 -3.457031250000000000e+00 6.835937500000000000e-01 4.121093750000000000e+00 -2.402343750000000000e+00 9.101562500000000000e-01
3.211328125000000311e-01 7.998046875000000000e-01 6.702343750000000488e-01 3.101562499999999806e-02 9.477343750000000178e-01 1.542968750000000000e+00 -4.316406250000000000e+00 -8.789062500000000000e-01 2.597656250000000000e+00 1.910156250000000000e+00
4.161328125000000044e-01 6.748046875000000000e-01 5.802343750000000799e-01 6.101562500000000389e-02 8.977343749999999734e-01 -9.570312500000000000e-01 -1.816406250000000000e+00 1.621093750000000000e+00 -4.902343750000000000e+00 1.410156250000000000e+00
2.261328125000000022e-01 9.248046875000000000e-01 7.602343750000000178e-01 4.101562500000000000e-02 9.977343750000000622e-01 4.042968750000000000e+00 3.183593750000000000e+00 -3.378906250000000000e+00 9.765625000000000000e-02 4.101562500000000000e-01
2.736328124999999889e-01 7.373046875000000000e-01 7.152343750000000888e-01 5.601562499999999944e-02 8.727343749999999512e-01 2.792968750000000000e+00 1.933593750000000000e+00 -2.128906250000000000e+00 -1.152343750000000000e+00 1.160156250000000000e+00
4.636328124999999911e-01 9.873046875000000000e-01 8.952343750000000266e-01 3.601562500000000250e-02 9.727343750000000400e-01 -2.207031250000000000e+00 -3.066406250000000000e+00 2.871093750000000000e+00 3.847656250000000000e+00 1.601562500000000000e-01
3.686328125000000178e-01 6.123046875000000000e-01 8.052343750000000577e-01 6.601562500000000833e-02 1.022734374999999973e+00 2.929687500000000000e-01 -5.664062500000000000e-01 -4.628906250000000000e+00 -3.652343750000000000e+00 6.601562500000000000e-01
1.786328124999999878e-01 8.623046875000000000e-01 6.252343750000000089e-01 4.601562500000000444e-02 9.227343749999999956e-01 -4.707031250000000000e+00 4.433593750000000000e+00 3.710937500000000000e-01 1.347656250000000000e+00 1.660156250000000000e+00
2.023828125000000089e-01 6.435546875000000000e-01 7.377343750000000533e-01 3.851562499999999778e-02 9.602343749999999734e-01 -4.082031250000000000e+00 5.859375000000000000e-02 -4.003906250000000000e+00 -5.273437500000000000e-01 7.851562500000000000e-01
3.923828125000000111e-01 8.935546875000000000e-01 5.577343750000000044e-01 5.851562500000000167e-02 1.060234375000000062e+00 9.179687500000000000e-01 -4.941406250000000000e+00 9.960937500000000000e-01 4.472656250000000000e+00 1.785156250000000000e+00
4.873828124999999845e-01 5.185546875000000000e-01 6.477343750000000844e-01 4.851562500000000666e-02 1.010234375000000018e+00 -1.582031250000000000e+00 -2.441406250000000000e+00 -1.503906250000000000e+00 -3.027343750000000000e+00 1.285156250000000000e+00
2.973828124999999822e-01 7.685546875000000000e-01 8.277343750000000222e-01 6.851562499999999667e-02 9.102343750000000400e-01 3.417968750000000000e+00 2.558593750000000000e+00 3.496093750000000000e+00 1.972656250000000000e+00 2.851562500000000000e-01
