om s8 a1 alpha1 sig8 map3-chi2 prior like post weight
3.144261365817475617e-01 7.413334512557665512e-01 1.332060890229810113e+00 4.016011820676066435e-01 7.241272732644750132e-01 9.011494511473107094e-01 2.931785218330007581e+01 3.335927221727533833e+03 3.365245073910833980e+03 6.436978036157050816e-05
2.796892684183545641e-01 7.465789385880646778e-01 1.416285570104562908e+00 2.522453939602620210e+00 7.732117764412264060e-01 1.284830744614506193e+00 3.077975708706457780e+01 3.335929630363973502e+03 3.366709387451037855e+03 6.439608957449888510e-05
4.567091147280284424e-01 7.113360828726092988e-01 6.693744634679426042e-01 -6.377269890655004048e-01 5.765216579207035341e-01 1.884038859787388942e+00 3.265815783129730931e+01 3.335932996908785299e+03 3.368591154740082402e+03 6.448414987207740979e-05
1.895736298992707347e-01 8.014723803526205836e-01 1.009620084125909756e+00 -1.603613273333488465e-01 1.008231414508739432e+00 7.347109592824399904e+00 3.130067499723297786e+01 3.335942307421033092e+03 3.367242982418265910e+03 6.495728937839920832e-05
1.655686323586169628e-01 7.746849917210587577e-01 2.371060703565657235e-01 -2.947151834582179220e+00 1.042789714659890121e+00 2.971024056890824827e+00 3.173133606636062254e+01 3.335952709965409213e+03 3.367684046031769867e+03 6.550539540274060975e-05
3.437350509779695251e-01 7.648098878001574619e-01 1.242292010148555725e+00 2.242491327284307445e+00 7.144999644430936048e-01 1.023680630586190743e+00 3.011544706469926425e+01 3.335958156853046603e+03 3.366073603917745913e+03 6.573157472375552293e-05
3.792879091263277047e-01 7.611755429114570592e-01 9.304055208031716262e-01 1.172869688997692172e+00 6.769567979357759002e-01 1.110054668173395376e+00 2.497286461153050752e+01 3.335959636664790196e+03 3.360932501276320636e+03 6.569739082231506710e-05
3.828995008746967077e-01 7.489409665876890498e-01 1.282438792540942174e+00 6.069333465715889275e-01 6.629271626954410523e-01 1.173037490093122637e+00 3.042276585012735879e+01 3.335978913232670038e+03 3.366401679082797273e+03 6.684227763476310164e-05
4.851963392027636157e-01 7.369037177430153296e-01 1.239244721612836386e+00 -3.386564151119220156e-01 5.794455303492956899e-01 1.443709021887968458e+00 3.136262382366795620e+01 3.335985892871367014e+03 3.367348516695034959e+03 6.717595814173564972e-05
3.931067695227909997e-01 8.061911350502941609e-01 9.247936795110813790e-01 -1.280763369190904388e+00 7.042768033161507235e-01 3.740336097462782838e+00 3.089257992864112978e+01 3.335989771757855124e+03 3.366882351686496349e+03 6.730229278888222365e-05
3.371363665868010173e-01 7.611221200447932933e-01 1.636340409829468712e+00 7.226028693400587954e-01 7.179797080435881274e-01 1.447185313926030226e+00 3.162419389388909607e+01 3.335993415295635714e+03 3.367617609189524956e+03 6.741299759862248177e-05
1.801472537387799888e-01 7.926679569405626902e-01 6.362401752081749962e-01 -2.712753645714834683e+00 1.022911607753608454e+00 5.801344336907300558e+00 3.129803009388106361e+01 3.335997962465583441e+03 3.367295992559464594e+03 6.758492883627737770e-05
4.062188686544878635e-01 7.518929037150632322e-01 8.358117736174763834e-01 1.300989283386647877e+00 6.461547886615945924e-01 9.073053417139353982e-01 3.215455228812470523e+01 3.336017008611063375e+03 3.368171560899188080e+03 6.874686650946221428e-05
2.674020368573041262e-01 7.390543985796225179e-01 5.338989763614252482e-01 -2.172169391934908766e+00 7.828069592486540662e-01 1.197804155775612944e+00 2.910582567139489640e+01 3.336021021333669069e+03 3.365126847005064064e+03 6.888537422380504945e-05
3.382849445795439447e-01 7.167852306096964554e-01 3.276295518758800540e-01 -3.852438170297380893e+00 6.750070993294288169e-01 1.321109408962839016e+00 3.213028060207967940e+01 3.336025479475184511e+03 3.368155760077264404e+03 6.905491251117695144e-05
2.684688019479509746e-01 8.097573743185967343e-01 1.008838391806355261e+00 -9.023589136083787210e-01 8.559898730974463410e-01 7.032538511954489202e+00 3.033328105046252787e+01 3.336027950289369528e+03 3.366361231339832102e+03 6.908743219829986530e-05
2.846667409745937682e-01 7.532651046568131781e-01 1.287626039048747728e+00 2.421034189524639224e+00 7.732859361922665986e-01 1.247569398167749144e+00 3.260482838438279174e+01 3.336033182229261001e+03 3.368638010613643928e+03 6.931107983961636444e-05
2.272334816089845722e-01 7.597625191130755740e-01 3.303451544294455644e-01 1.862628128814343142e-01 8.729760539157477295e-01 1.235624002532138777e+00 3.099351587793283969e+01 3.336039865808754257e+03 3.367033381686686880e+03 6.963646518106626976e-05
4.049406556891144149e-01 7.678934145538107714e-01 1.504885422117120619e+00 1.368665448910109994e+00 6.609458493014485070e-01 1.436796472429828775e+00 2.894768773591853517e+01 3.336046529824331628e+03 3.364994217560250036e+03 6.996200932076542412e-05
2.856888696061389843e-01 7.607327784995839837e-01 1.569847981100370049e+00 1.492736645024598019e+00 7.795538066465705906e-01 1.628848881099724810e+00 3.049941556796844466e+01 3.336050121967517043e+03 3.366549537535485342e+03 7.007348757827169393e-05
2.483765824507496167e-01 7.637319752544948770e-01 1.603823196570976606e+00 2.293343958316395259e+00 8.393561511249416629e-01 2.435180711646355523e+00 2.966981112613758143e+01 3.336063272680856244e+03 3.365733083806993818e+03 7.085922960149229903e-05
2.621345852617662509e-01 8.178313250155410108e-01 1.739149229205275482e+00 2.772976210388251594e+00 8.749076347434182610e-01 6.871745829745866452e+00 2.935819718003658352e+01 3.336065865436723016e+03 3.365424062616759784e+03 7.090124427651700080e-05
3.340375753692648164e-01 8.011412824095820451e-01 6.531810959040296183e-01 -1.538234416461874865e+00 7.592277570140676390e-01 3.287856359692211683e+00 3.088350006680760984e+01 3.336067876073900607e+03 3.366951376140708362e+03 7.090199846965838438e-05
4.291630375557753396e-01 7.488795389178627415e-01 1.156791332283995111e+00 2.567453456260526679e-01 6.261255655109346785e-01 1.100125280498670088e+00 2.966497656680832762e+01 3.336076907017856229e+03 3.365741883584664720e+03 7.140226305252060776e-05
3.287079501859520025e-01 7.298925782613566726e-01 1.554901282026349918e+00 1.965674468238027828e-01 6.972916601906684608e-01 1.371163701037147797e+00 3.014058159258918224e+01 3.336090179730769705e+03 3.366230761323358820e+03 7.221171404796522281e-05
3.591821904740659654e-01 7.765420394642413848e-01 1.125720717510354518e+00 -1.077703783522103720e+00 7.096892094819229335e-01 1.660791333844976903e+00 3.139152630170245217e+01 3.336097658899807811e+03 3.367489185201510281e+03 7.260846016271399754e-05
3.346944983498655324e-01 7.910385314687633507e-01 1.002137956630009263e+00 -2.237752776561166446e+00 7.489175003057314539e-01 3.619079378058204455e+00 3.185638686878364823e+01 3.336113523625075231e+03 3.367969910493859061e+03 7.362216766422020236e-05
3.234220220457936223e-01 7.162706864469572388e-01 6.197358928252958421e-01 -1.610472496633552630e+00 6.898473673891882818e-01 8.076506727059544755e-01 3.188154092678608365e+01 3.336114208272494579e+03 3.367995749199280453e+03 7.352539221686358619e-05
2.427952286845302954e-01 7.654789998347147906e-01 6.328203890371542073e-01 -3.562018884792697015e+00 8.508908120655707119e-01 2.187160642275380873e+00 3.004811157547019107e+01 3.336133584853136199e+03 3.366181696428606301e+03 7.481417703215916079e-05
2.685203616219126732e-01 8.027231893533226526e-01 1.346522215032485370e+00 7.953515484989903683e-01 8.484726054900889602e-01 4.746908307967533602e+00 2.729248174287253903e+01 3.336135480637351520e+03 3.363427962380224017e+03 7.480638062025985325e-05
3.106123909832334551e-01 7.368671246459139734e-01 1.399132377996094689e+00 1.701947434555506788e+00 7.241698173621491375e-01 9.919510168532781336e-01 3.314096603758863324e+01 3.336137331489729149e+03 3.369278297527317591e+03 7.479522425841478078e-05
2.953361938812114618e-01 7.721481276092639900e-01 7.544124038223332107e-01 2.674764387415731193e-01 7.782209413941385545e-01 2.471638962598173617e+00 3.218721401019310235e+01 3.336140214590695905e+03 3.368327428600889107e+03 7.486130516703224226e-05
2.661223368399857625e-01 7.906826893250492594e-01 1.051288067438216345e+00 5.783874979335745792e-01 8.395028868829933488e-01 4.013784530253279748e+00 2.527335821076904665e+01 3.336143620367391122e+03 3.361416978578160069e+03 7.496661745064692672e-05
3.235742706394607038e-01 7.650172948984931276e-01 2.556198967417415702e-01 -2.606107742884405276e+00 7.366223476562475669e-01 1.144066064208578926e+00 3.130458431752947135e+01 3.336154285731523032e+03 3.367458870049052621e+03 7.561905320274825979e-05
2.556363907963209448e-01 7.301210671595348423e-01 7.971607028348968171e-01 -1.320318774586801247e+00 7.909411456101372861e-01 6.581912662015989568e-01 2.989991776590247596e+01 3.336167232949504069e+03 3.366067150715406569e+03 7.645141919500573764e-05
3.083571489516250819e-01 7.832245835852449378e-01 1.899865789763262036e+00 3.240900304733271398e+00 7.725381354583550353e-01 2.766291471743008046e+00 3.201051332746101963e+01 3.336180176035599288e+03 3.368190689363060301e+03 7.729262797277637717e-05
3.166760206222534180e-01 7.456758701801299294e-01 3.625875711441040039e-01 -4.526376724243164062e-01 7.257768769688006660e-01 6.564098216416029974e-01 2.955899360815978127e+01 3.336183626819855363e+03 3.365742620428015016e+03 7.740484428169816229e-05
3.434581258945146320e-01 7.426996449566960479e-01 7.130123625134290322e-01 -8.379870729211962299e-01 6.941238161016199948e-01 1.253250684347282595e+00 3.138874590517526642e+01 3.336197091904498848e+03 3.367585837809674103e+03 7.829740423381487764e-05
2.985889326059485427e-01 7.756492218750332679e-01 1.699317181967801460e+00 1.058407322442970866e+00 7.774798377618803435e-01 2.149779190551247332e+00 3.015263856881353277e+01 3.336199207365811162e+03 3.366351845934624635e+03 7.830644507678597886e-05
3.477975229029749427e-01 7.260310632727251523e-01 1.824739890577118828e+00 3.686428523567196081e+00 6.742991116242972316e-01 8.841872672428303659e-01 3.249931834628321781e+01 3.336204610903353114e+03 3.368703929249636531e+03 7.857341807097011728e-05
4.077143888344755274e-01 7.530227202401076347e-01 1.065708749528619492e+00 5.005328918650935321e-01 6.459377821496207206e-01 1.319246560043374705e+00 3.100416612490812795e+01 3.336216058042133227e+03 3.367220224167041579e+03 7.931922940058356187e-05
3.710319722701086453e-01 7.293723817581119206e-01 1.096976457681753558e+00 -2.317150491901447396e-01 6.558496246146998665e-01 8.628231427595898229e-01 3.141169056952699279e+01 3.336216568285362428e+03 3.367628258854889282e+03 7.920115101740697009e-05
3.752864172911584140e-01 7.408093912770890022e-01 1.359870288965745466e+00 8.335567695723264947e-01 6.623471676107595130e-01 1.343094725982897364e+00 3.232770975905413025e+01 3.336220467245383134e+03 3.368548177004437093e+03 7.935169372884318963e-05
3.262410620066966693e-01 7.450377339011405864e-01 9.050326760661873138e-01 4.498909295176499512e+00 7.144462898600568712e-01 5.191534385230209825e-01 3.115912778543546935e+01 3.336228468697382596e+03 3.367387596482818026e+03 7.982935099474879320e-05
3.497932314018736832e-01 7.991188235366190051e-01 9.076202042406409376e-01 -2.194757624473542279e-02 7.400589025774277907e-01 2.731547946198261467e+00 3.176440995689018720e+01 3.336229850112467830e+03 3.367994260069358006e+03 7.977998503256556145e-05
4.180668304694654669e-01 7.916841265920985249e-01 9.626479556843294816e-01 -1.062466243588874981e+00 6.706403947207781879e-01 1.988629971565393673e+00 3.282339550882969803e+01 3.336235168637629158e+03 3.369058564146459048e+03 8.004517669950902536e-05
2.026245501371717050e-01 7.805353479781612647e-01 8.293073844755616264e-01 -1.836168125351684832e+00 9.497453397213487802e-01 3.813343478985707247e+00 2.872316567120737574e+01 3.336235903856496407e+03 3.364959069527703832e+03 7.994400106625883554e-05
2.663317020870874519e-01 7.368776548523824355e-01 9.115886533572385986e-01 7.894055723200654739e-01 7.820681189172228320e-01 9.238000437816029642e-01 3.095343544908592648e+01 3.336245851350877274e+03 3.367199286799963375e+03 8.058188700543482039e-05
4.209598026733578635e-01 7.502913226936853697e-01 9.838215452656617899e-01 -2.722749106797053287e-01 6.333885927737362698e-01 9.688107439815085709e-01 2.795448001393079807e+01 3.336253551904568212e+03 3.364208031918498818e+03 8.104256017739133137e-05
3.174655230049896470e-01 7.348436807304117302e-01 1.242551764761366861e+00 8.076021427329340696e-01 7.143438456112607415e-01 1.049802904466296871e+00 3.016773335873711304e+01 3.336254171626263542e+03 3.366421904985000765e+03 8.093077605417471154e-05
2.433290610629907924e-01 7.519059940643968432e-01 1.352981518310483189e+00 5.137408916497605560e-01 8.348860108236370037e-01 1.598194892414387613e+00 2.926539467994673061e+01 3.336256469048646522e+03 3.365521863728593416e+03 8.095485025833834341e-05
2.180744056642525963e-01 7.535875437128451981e-01 8.269835061314578795e-01 -2.310221476764012127e+00 8.838773193039157761e-01 1.755510514501152253e+00 3.212112109464348464e+01 3.336259682775430974e+03 3.368380803870074487e+03 8.105316698118248699e-05
3.244578042227080905e-01 7.832931760560318812e-01 1.741137114802594255e+00 5.989647294220867835e-01 7.531922766162680860e-01 2.872281894914769040e+00 2.621907611948479655e+01 3.336260072129038235e+03 3.362479148248522961e+03 8.092272406707192031e-05
2.876955719612091511e-01 7.824590555856221208e-01 6.294324376854874004e-01 -1.853910097193181006e+00 7.990163379919814624e-01 3.825077444764608536e+00 3.180676286356746729e+01 3.336287525358765379e+03 3.368094288222333034e+03 8.300890615944794902e-05
3.893574391539837976e-01 7.399918148617571356e-01 1.599201278161635820e+00 3.274284206779285000e+00 6.495510735813326830e-01 9.243947597670409966e-01 3.061299835130998659e+01 3.336287600766275773e+03 3.366900599117585898e+03 8.284930147833767500e-05
3.615312687855444240e-01 7.267696273067774104e-01 1.384651534509838910e+00 3.838856021719799116e+00 6.620403566364283510e-01 7.283145152547730872e-01 3.007959681335488611e+01 3.336305274139571793e+03 3.366384870952926576e+03 8.415805903887303653e-05
3.508086430995505101e-01 7.449762852830198456e-01 4.866214699202977556e-01 -2.275657039726570741e+00 6.889186360598116288e-01 1.078452390950803474e+00 3.057891952831965554e+01 3.336313446099743032e+03 3.366892365628062635e+03 8.467908545052632758e-05
2.727122198538083353e-01 7.746819633849225673e-01 2.118146241675749053e+00 2.081713814452759159e+00 8.125157209686247883e-01 2.381747255418511067e+00 3.170706820403359316e+01 3.336313938020116439e+03 3.368021006224149914e+03 8.455147889157435602e-05
3.428189533411322154e-01 7.709789287167866378e-01 1.758501472601214033e+00 1.651634881803349941e+00 7.212249192499288197e-01 1.080313529213112744e+00 3.134865683782507162e+01 3.336314529306361692e+03 3.367663186144186966e+03 8.443245391602322502e-05
3.051451710725333610e-01 7.875543422913653391e-01 1.644529225955685625e+00 1.537488098767499700e+00 7.808864858719053448e-01 3.337886205479854151e+00 3.090491941516110685e+01 3.336340934194888177e+03 3.367245853610049380e+03 8.651836826580934113e-05
4.140849933082771939e-01 7.801886613748744148e-01 1.747748782271470347e+00 1.471428482845940522e+00 6.640725303874639440e-01 2.238226005960890497e+00 3.161716529959361921e+01 3.336341573384586809e+03 3.367958738684180389e+03 8.640071325025449841e-05
2.452742661516224554e-01 7.583321201577262194e-01 7.911478319082583255e-01 -7.012966682716097466e-01 8.386757511931571818e-01 1.776537820074369778e+00 3.147462516909699914e+01 3.336343815702563006e+03 3.367818440871660187e+03 8.642165223307889804e-05
3.510435697072439298e-01 7.370986390556659718e-01 1.520977130823953694e+00 3.455145429067659535e+00 6.814056426653546383e-01 7.260269746234652155e-01 2.956769226835542952e+01 3.336345256210447587e+03 3.365912948478803173e+03 8.637331352388139818e-05
2.893589349107091868e-01 7.141734672341044643e-01 3.817231409336327985e-01 -3.491421233829884230e+00 7.271866379745502984e-01 8.365163389602814359e-01 3.140055638326301946e+01 3.336350620240250009e+03 3.367751176623512947e+03 8.666436520349732179e-05
2.396425691062323837e-01 7.708354184669945486e-01 6.298614245500591124e-01 -5.389677839364486189e-01 8.624626677122657625e-01 2.526127352006737770e+00 3.083125924125577555e+01 3.336354925117280345e+03 3.367186184358536138e+03 8.686434628557630462e-05
4.598023431219177004e-01 7.453664043429101271e-01 1.147736823772645742e+00 -9.549938955581263045e-01 6.020670384000290642e-01 1.432435161052748152e+00 2.978650351124588624e+01 3.336362192449667418e+03 3.366148695960913301e+03 8.732309680512605307e-05
2.640134977360937274e-01 7.717572649455518574e-01 1.447128470735031591e+00 3.710961004738519975e-01 8.226749781879636458e-01 1.880789257062384090e+00 3.086887121368217990e+01 3.336372495159955633e+03 3.367241366373637902e+03 8.805113333530598639e-05
2.453270620520427991e-01 7.623225431333776614e-01 5.171161986422747603e-01 -3.011118218704156746e+00 8.429982269047390231e-01 3.040361910457086037e+00 3.117781712297769658e+01 3.336374462735340330e+03 3.367552279858317888e+03 8.804827835747077542e-05
3.393343129946378434e-01 7.806762095483887887e-01 1.108013836915008099e+00 -1.293381891454265631e+00 7.340365470754782740e-01 2.014372857715053478e+00 3.045327538325870265e+01 3.336375663108462959e+03 3.366828938491721601e+03 8.797790072922554165e-05
3.466337512748370320e-01 7.217508814402283646e-01 1.266757216909986994e+00 3.074283167163116559e-01 6.714482198141954461e-01 1.159953447140939398e+00 3.167787176270498506e+01 3.336379288788293707e+03 3.368057160550998560e+03 8.812104094655420403e-05
2.773395598601141598e-01 7.745576511141861742e-01 1.068331337760523247e+00 -2.391145891710770854e-01 8.055796088372023656e-01 1.806805056938157295e+00 2.759418314622340773e+01 3.336381726854567660e+03 3.363975910000790918e+03 8.815965225916216224e-05
3.249339270922234624e-01 7.325389801353272556e-01 9.262629170349176988e-01 -8.784794259451107479e-01 7.038722395675860444e-01 8.839636146845557541e-01 2.946331575398462377e+01 3.336390290350258056e+03 3.365853606104242772e+03 8.874019085401216723e-05
3.604306380219365336e-01 7.803500636821557590e-01 1.416370541569742514e+00 -8.642538184310666338e-01 7.119332017781769828e-01 3.200828011203030066e+00 2.991938225583496447e+01 3.336394550706791961e+03 3.366313932962626950e+03 8.894100219134346192e-05
2.369265951227526035e-01 7.478672553413525659e-01 3.989132265779176123e-01 -3.211684227229987254e+00 8.415467347000024079e-01 1.343676666710125422e+00 3.063731666941184884e+01 3.336399684405221251e+03 3.367037001074633281e+03 8.922015362998616346e-05
2.976906279468066741e-01 7.528130059370602423e-01 1.147796664889706442e+00 -1.897336963853577529e+00 7.557273849313547176e-01 1.963692454260560494e+00 2.993009610558235423e+01 3.336411175470064791e+03 3.366341271575647170e+03 9.007097912654646614e-05
2.181243585639454086e-01 8.123574799955753933e-01 1.632232629996800632e+00 1.284294628129263316e+00 9.526990397373674702e-01 8.363102639519173209e+00 3.202959194602345860e+01 3.336427117108250059e+03 3.368456709054273688e+03 9.133551046562391861e-05
3.270423624807277108e-01 7.983050268843949748e-01 1.861882496837880652e+00 1.714053425599463054e+00 7.645880142210419450e-01 3.831052324185803215e+00 3.204135701850201201e+01 3.336427469458361429e+03 3.368468826476863342e+03 9.118514543046530685e-05
4.956280358131822661e-01 7.467880566228296546e-01 1.543414375653503257e+00 1.191859617391183512e+00 5.810052525432548576e-01 1.160015103940307712e+00 3.172768008323439304e+01 3.336429856510531863e+03 3.368157536593766054e+03 9.122044566999627964e-05
2.738058205573276616e-01 8.068159553729565836e-01 1.488225784658443018e+00 5.857610350997068949e-01 8.445274446321646700e-01 6.694456165218954702e+00 3.179438014500218301e+01 3.336434026105361681e+03 3.368228406250364060e+03 9.141857192639182307e-05
3.178233393078462865e-01 8.052556229854458403e-01 1.750030140499683640e+00 1.276485235795368212e+00 7.823507446810692434e-01 5.222099531003414619e+00 3.047373578128162208e+01 3.336438653560164767e+03 3.366912389341446215e+03 9.165908592375806945e-05
2.279411572650185125e-01 7.815927496216041881e-01 8.582428202497682790e-01 1.064475792797294318e+00 8.966640851850314897e-01 3.365898851502883371e+00 3.244297339245636635e+01 3.336441631651469834e+03 3.368884605043926058e+03 9.174878073644240472e-05
3.385974819624983922e-01 7.529880629686046545e-01 1.109664974035132978e+00 -1.218079709539277466e+00 7.087724966492792156e-01 1.083393294744150914e+00 3.222480801859279609e+01 3.336466436344439444e+03 3.368691244363032183e+03 9.386512306306623091e-05
2.965968041104217190e-01 7.306545824118855226e-01 9.060765623459401397e-01 -9.361472582127241537e-01 7.348344462465542515e-01 6.226948793580869834e-01 3.167607844677132434e+01 3.336469459664833266e+03 3.368145538111604765e+03 9.396122632159544733e-05
4.233040895193590503e-01 7.201665968298235354e-01 1.674260892058486050e+00 1.309532989859451213e+00 6.062718014728104565e-01 1.241834920627306715e+00 3.270338395018852395e+01 3.336474040178462928e+03 3.369177424128651637e+03 9.420400766233752877e-05
3.998091366850236028e-01 7.658461153269712218e-01 1.179364829839028239e+00 -6.495550021746527847e-01 6.634004836670072125e-01 1.523762665460341337e+00 3.208037245425780526e+01 3.336475027794175276e+03 3.368555400248433216e+03 9.410868526474100285e-05
3.902752297385582159e-01 7.580140028181644452e-01 1.636799815647207446e+00 2.831890542640985942e+00 6.645877957325372343e-01 1.153472432134578396e+00 3.121995266665610202e+01 3.336475610381959996e+03 3.367695563048615895e+03 9.397538895491282728e-05
3.565256224857785705e-01 7.743252247760271656e-01 1.114565102443263456e+00 -3.479709245219257951e-01 7.102948424653043880e-01 1.551889994340891255e+00 3.019238210621031371e+01 3.336477154659293319e+03 3.366669536765503835e+03 9.393257199713088857e-05
2.623466185858606137e-01 7.417101208581544647e-01 9.857690029426668943e-01 1.430471774457378942e+00 7.931532297587560176e-01 9.316546257348067295e-01 2.783313230956044038e+01 3.336490003706851894e+03 3.364323136016412263e+03 9.495719900151876065e-05
2.698331775659211784e-01 7.522360891820263351e-01 1.539204255150602663e+00 3.614433065107052201e+00 7.931715326840539371e-01 1.085776975616935092e+00 2.843256577088955339e+01 3.336497542797261758e+03 3.364930108568151354e+03 9.548463492093759873e-05
3.365989042688064536e-01 7.779825639489340583e-01 8.827854548400644319e-01 -1.255085014989002268e+00 7.344701365972362561e-01 1.831971955212978065e+00 3.005171913023101737e+01 3.336512628607561510e+03 3.366564347737792559e+03 9.674233983679607677e-05
4.043196743694982276e-01 7.133178164482248951e-01 1.178110393043527715e+00 3.006848980371772839e+00 6.144425196914898857e-01 1.178315055298158276e+00 2.864023763664400235e+01 3.336515687090477968e+03 3.365155924727122056e+03 9.684479416432808662e-05
3.541142777532737540e-01 7.428906945269274642e-01 1.295094035607313288e+00 2.625485585427103530e+00 6.837759583913591843e-01 8.043547180971152288e-01 2.853398468389325870e+01 3.336518800765529704e+03 3.365052785449423027e+03 9.695270787473399775e-05
2.251004436688248678e-01 7.615140304761049972e-01 3.440172769715079681e-01 -4.109269124289788522e+00 8.791244551232055837e-01 2.751630711373212357e+00 3.059774658195837915e+01 3.336527712740161860e+03 3.367125459322120150e+03 9.762516385418789602e-05
3.050599314087097391e-01 7.282936211141828320e-01 1.779039932928776935e+00 3.267452397977292478e+00 7.222283788363929036e-01 5.864092600964025959e-01 3.234632246316963489e+01 3.336538761567923757e+03 3.368885084031093356e+03 9.851256606689745229e-05
3.679567333180742139e-01 7.821072921005195466e-01 9.548444226029593196e-01 -1.562943279884365211e+00 7.062014178861897307e-01 3.371918516848542602e+00 2.952545113991035208e+01 3.336552187927360592e+03 3.366077639067270866e+03 9.964466160375586728e-05
2.794006433258252042e-01 7.342962760883520179e-01 4.003245728711268825e-01 -3.561561737558273322e+00 7.608836503679301533e-01 7.792562950816235290e-01 3.110338128545148706e+01 3.336558912729180975e+03 3.367662294014632607e+03 1.001165768574126014e-04
3.220133548625142006e-01 7.754329648969194855e-01 1.298278947716733356e+00 1.157327787105002059e+00 7.484588796650785136e-01 2.583077135572894978e+00 3.205366266444250556e+01 3.336580346394006483e+03 3.368634009058449010e+03 1.020812372998596132e-04
3.176758254817151350e-01 7.930054285462173613e-01 7.444849093987118138e-01 -3.165406640783738457e+00 7.706278571389654219e-01 4.074210644368479350e+00 3.156394970106971343e+01 3.336585576681527527e+03 3.368149526382597287e+03 1.024115222172204004e-04
3.691254446066566386e-01 7.904788866632027622e-01 8.541841186050005419e-01 -1.289895015897325692e+00 7.126296870605154377e-01 3.134835820825025099e+00 3.085021397344477023e+01 3.336594641866790425e+03 3.367444855840235050e+03 1.031376406549287778e-04
3.268417424347697109e-01 7.766663512236295919e-01 1.589977309059262822e+00 7.754820698322726358e-01 7.440915261167965200e-01 1.381158826619828917e+00 2.940252926449891646e+01 3.336594741326490293e+03 3.365997270590989046e+03 1.029418095637948152e-04
3.463078464548142166e-01 7.793845156361418613e-01 3.774715638486814129e-01 -3.433499027072532961e+00 7.254061525751972495e-01 2.148327005755879426e+00 3.064505531204719446e+01 3.336597039750568456e+03 3.367242095062615590e+03 1.029725344627199334e-04
3.918358308348709462e-01 7.396323190922118318e-01 1.494746696134981789e+00 1.904540255676932858e+00 6.471790256376512840e-01 1.220007660835698671e+00 3.177090057782886490e+01 3.336600271401331156e+03 3.368371171979159953e+03 1.030994387982013435e-04
3.287037582930359414e-01 7.529029961490429912e-01 1.287358483475536275e+00 2.009958366667088825e+00 7.192788957412504791e-01 1.225707477195950412e+00 3.034095796006048928e+01 3.336602418710820075e+03 3.366943376670880752e+03 1.031146274425316493e-04
3.338367442955253450e-01 7.247077462823328098e-01 7.103304925769098332e-01 -1.282564725891530699e-01 6.869995659132308585e-01 9.240749623977625449e-01 3.228756628398404871e+01 3.336606103728781818e+03 3.368893670012766052e+03 1.032885239100861629e-04
3.760996473202445900e-01 7.731996880768944314e-01 1.332084310550363249e+00 1.550153785065662149e+00 6.905590710182208936e-01 1.694283790971006676e+00 3.222587132495633711e+01 3.336612318855082322e+03 3.368838190180038509e+03 1.037248169529258931e-04
3.333811766783761343e-01 8.038865820582780097e-01 1.138910557433533199e+00 -5.130052463190875045e-01 7.625790493903120693e-01 3.237822705667543932e+00 3.075908999849918857e+01 3.336621901863120456e+03 3.367380991861619805e+03 1.045143528187259180e-04
3.019786291079971097e-01 7.435961026234102489e-01 1.496364097384476288e+00 3.624047391816992203e+00 7.411559980108347601e-01 6.201399652834432841e-01 3.106502923072786260e+01 3.336630778328558335e+03 3.367695807559286095e+03 1.052355188485037436e-04
2.654467536852057608e-01 7.888219051535816373e-01 1.694662767310152418e+00 1.405678258536063652e+00 8.385923192815818439e-01 2.350583794036471108e+00 2.988293773593249725e+01 3.336644210000635667e+03 3.366527147736568168e+03 1.064454393215961931e-04
4.129148528176490585e-01 7.282239962911516429e-01 9.396497946489663633e-01 4.547788283139544419e-01 6.207194591850794252e-01 1.169814245565379496e+00 3.291221380243953121e+01 3.336645188606849388e+03 3.369557402409288898e+03 1.063367721167515095e-04
3.877554177627782206e-01 7.441473927831803170e-01 1.383322969520543566e+00 2.129015727215045395e+00 6.545467255300106979e-01 1.105757438912254420e+00 3.149606872308870820e+01 3.336650713112842823e+03 3.368146781835931506e+03 1.067122179492946974e-04
3.172936763616248101e-01 7.700273453854227235e-01 2.008635212709722673e+00 2.206438172134910225e+00 7.487486755900928381e-01 1.686166067638420030e+00 3.003089670064727912e+01 3.336661322955538708e+03 3.366692219656185898e+03 1.076349599913023735e-04
3.849330724723847297e-01 7.347849642264842052e-01 5.226877021138793822e-01 -2.839578589452644408e+00 6.486766648104481670e-01 1.048753291274434840e+00 3.169409562417774495e+01 3.336665817209744091e+03 3.368359912833921953e+03 1.079037640363626467e-04
4.507818045390366013e-01 7.696706154504627806e-01 1.164105985428848022e+00 -6.405252622709962651e-01 6.278882339036780946e-01 1.348546545146099396e+00 3.220056465125647094e+01 3.336671589153740570e+03 3.368872153804997197e+03 1.083115395610724843e-04
3.426744645521099253e-01 7.508943508039299664e-01 6.650358549567787492e-01 -7.188440315248216805e-01 7.025845461729798291e-01 1.144830702916421750e+00 2.946756300766604397e+01 3.336674227787214477e+03 3.366141790794880308e+03 1.083807330281321335e-04
3.237271684889163614e-01 7.582414606728821171e-01 1.084146507482726562e+00 1.019826521595362578e+00 7.299255755926890021e-01 1.629013799920497663e+00 3.045601422849521001e+01 3.336676910254708218e+03 3.367132924483203624e+03 1.084547246009265851e-04
